DISTRICT,SCHOOL,BEDSCODE,GNUMERATOR_OVERALL,GDENOM_OVERALL,GPERCENT_OVERALL,GNUMERATOR_GENDER_M,GDENOM_GENDER_M,GPERCENT_GENDER_M,GNUMERATOR_GENDER_F,GDENOM_GENDER_F,GPERCENT_GENDER_F,GNUMERATOR_RACE_W,GDENOM_RACE_W,GPERCENT_RACE_W,GNUMERATOR_RACE_B,GDENOM_RACE_B,GPERCENT_RACE_B,GNUMERATOR_RACE_H,GDENOM_RACE_H,GPERCENT_RACE_H,GNUMERATOR_RACE_I,GDENOM_RACE_I,GPERCENT_RACE_I,GNUMERATOR_RACE_A,GDENOM_RACE_A,GPERCENT_RACE_A,GNUMERATOR_DISABLED_NO,GDENOM_DISABLED_NO,GPERCENT_DISABLED_NO,GNUMERATOR_DISABLED_YES,GDENOM_DISABLED_YES,GPERCENT_DISABLED_YES,GNUMERATOR_POVERTY_NO,GDENOM_POVERTY_NO,GPERCENT_POVERTY_NO,GNUMERATOR_POVERTY_YES,GDENOM_POVERTY_YES,GPERCENT_POVERTY_YES,GNUMERATOR_MIGRANT_NO,GDENOM_MIGRANT_NO,GPERCENT_MIGRANT_NO,GNUMERATOR_MIGRANT_YES,GDENOM_MIGRANT_YES,GPERCENT_MIGRANT_YES,GNUMERATOR_LEP_NO,GDENOM_LEP_NO,GPERCENT_LEP_NO,GNUMERATOR_LEP_YES,GDENOM_LEP_YES,GPERCENT_LEP_YES,GNUMERATOR_HOMELESS_YES,GDENOM_HOMELESS_YES,GPERCENT_HOMELESS_YES,GNUMERATOR_HOMELESS_NO,GDENOM_HOMELESS_NO,GPERCENT_HOMELESS_NO,GNUMERATOR_FOSTER_YES,GDENOM_FOSTER_YES,GPERCENT_FOSTER_YES,GNUMERATOR_FOSTER_NO,GDENOM_FOSTER_NO,GPERCENT_FOSTER_NO
Dorchester 2,DISTRICT NO CHARTER,1802888,1671,1884,88.69,779,925,84.22,892,959,93.01,936,1037,90.26,564,660,85.45,90,102,88.24,-1,-1,-1.00,75,77,97.40,1570,1716,91.49,101,168,60.12,966,997,96.89,674,767,87.87,1671,1884,88.69,,,,1617,1825,88.60,54,59,91.53,15,25,60.00,1656,1859,89.08,-1,-1,-1.00,1668,1878,88.82
Dorchester 2,DISTRICT WITH CHARTER,1802999,1671,1884,88.69,779,925,84.22,892,959,93.01,936,1037,90.26,564,660,85.45,90,102,88.24,-1,-1,-1.00,75,77,97.40,1570,1716,91.49,101,168,60.12,966,997,96.89,674,767,87.87,1671,1884,88.69,,,,1617,1825,88.60,54,59,91.53,15,25,60.00,1656,1859,89.08,-1,-1,-1.00,1668,1878,88.82
Dorchester 4,WOODLAND HIGH,1804019,160,178,89.89,85,94,90.43,75,84,89.29,57,67,85.07,95,103,92.23,-1,-1,-1.00,-1,-1,-1.00,,,,140,147,95.24,20,31,64.52,59,60,98.33,95,105,90.48,160,178,89.89,,,,159,177,89.83,-1,-1,-1.00,10,12,83.33,150,166,90.36,,,,160,178,89.89
Dorchester 4,DISTRICT NO CHARTER,1804888,160,178,89.89,85,94,90.43,75,84,89.29,57,67,85.07,95,103,92.23,-1,-1,-1.00,-1,-1,-1.00,,,,140,147,95.24,20,31,64.52,59,60,98.33,95,105,90.48,160,178,89.89,,,,159,177,89.83,-1,-1,-1.00,10,12,83.33,150,166,90.36,,,,160,178,89.89
Dorchester 4,DISTRICT WITH CHARTER,1804999,160,178,89.89,85,94,90.43,75,84,89.29,57,67,85.07,95,103,92.23,-1,-1,-1.00,-1,-1,-1.00,,,,140,147,95.24,20,31,64.52,59,60,98.33,95,105,90.48,160,178,89.89,,,,159,177,89.83,-1,-1,-1.00,10,12,83.33,150,166,90.36,,,,160,178,89.89
Edgefield,STROM THURMOND HIGH,1901002,173,202,85.64,83,100,83.00,90,102,88.24,64,78,82.05,97,111,87.39,10,11,90.91,,,,-1,-1,-1.00,157,172,91.28,16,30,53.33,65,67,97.01,105,114,92.11,171,200,85.50,-1,-1,-1.00,164,192,85.42,9,10,90.00,-1,-1,-1.00,167,196,85.20,,,,173,202,85.64
Edgefield,DISTRICT NO CHARTER,1901888,173,202,85.64,83,100,83.00,90,102,88.24,64,78,82.05,97,111,87.39,10,11,90.91,,,,-1,-1,-1.00,157,172,91.28,16,30,53.33,65,67,97.01,105,114,92.11,171,200,85.50,-1,-1,-1.00,164,192,85.42,9,10,90.00,-1,-1,-1.00,167,196,85.20,,,,173,202,85.64
Edgefield,DISTRICT WITH CHARTER,1901999,173,202,85.64,83,100,83.00,90,102,88.24,64,78,82.05,97,111,87.39,10,11,90.91,,,,-1,-1,-1.00,157,172,91.28,16,30,53.33,65,67,97.01,105,114,92.11,171,200,85.50,-1,-1,-1.00,164,192,85.42,9,10,90.00,-1,-1,-1.00,167,196,85.20,,,,173,202,85.64
Fairfield,FAIRFIELD CENTRAL HIGH,2001013,194,225,86.22,95,115,82.61,99,110,90.00,22,28,78.57,170,195,87.18,-1,-1,-1.00,,,,-1,-1,-1.00,173,190,91.05,21,35,60.00,46,48,95.83,146,161,90.68,194,225,86.22,,,,192,223,86.10,-1,-1,-1.00,10,11,90.91,184,214,85.98,-1,-1,-1.00,192,222,86.49
Fairfield,DISTRICT NO CHARTER,2001888,194,226,85.84,95,116,81.90,99,110,90.00,22,29,75.86,170,195,87.18,-1,-1,-1.00,,,,-1,-1,-1.00,173,190,91.05,21,36,58.33,46,48,95.83,146,161,90.68,194,226,85.84,,,,192,224,85.71,-1,-1,-1.00,10,11,90.91,184,215,85.58,-1,-1,-1.00,192,223,86.10
Fairfield,DISTRICT WITH CHARTER,2001999,194,226,85.84,95,116,81.90,99,110,90.00,22,29,75.86,170,195,87.18,-1,-1,-1.00,,,,-1,-1,-1.00,173,190,91.05,21,36,58.33,46,48,95.83,146,161,90.68,194,226,85.84,,,,192,224,85.71,-1,-1,-1.00,10,11,90.91,184,215,85.58,-1,-1,-1.00,192,223,86.10
Florence 1,SOUTH FLORENCE HIGH,2101004,354,441,80.27,161,219,73.52,193,222,86.94,165,208,79.33,172,213,80.75,12,13,92.31,-1,-1,-1.00,-1,-1,-1.00,318,372,85.48,36,69,52.17,148,158,93.67,188,233,80.69,354,441,80.27,,,,345,432,79.86,-1,-1,-1.00,6,11,54.55,348,430,80.93,-1,-1,-1.00,353,439,80.41
Florence 1,WILSON HIGH,2101006,239,299,79.93,111,147,75.51,128,152,84.21,38,55,69.09,174,214,81.31,-1,-1,-1.00,,,,22,22,100.00,219,249,87.95,20,50,40.00,80,82,97.56,151,183,82.51,239,299,79.93,,,,229,288,79.51,10,11,90.91,11,20,55.00,228,279,81.72,-1,-1,-1.00,239,298,80.20
Florence 1,WEST FLORENCE HIGH,2101014,412,484,85.12,178,222,80.18,234,262,89.31,205,228,89.91,177,224,79.02,15,16,93.75,-1,-1,-1.00,13,14,92.86,361,408,88.48,51,76,67.11,226,232,97.41,171,203,84.24,412,484,85.12,,,,396,467,84.80,16,17,94.12,5,10,50.00,407,474,85.86,,,,412,484,85.12
Florence 1,DISTRICT NO CHARTER,2101888,1005,1224,82.11,450,588,76.53,555,636,87.26,408,491,83.10,523,651,80.34,33,38,86.84,-1,-1,-1.00,40,42,95.24,898,1029,87.27,107,195,54.87,454,472,96.19,510,619,82.39,1005,1224,82.11,,,,970,1187,81.72,35,37,94.59,22,41,53.66,983,1183,83.09,-1,-1,-1.00,1004,1221,82.23
Florence 1,DISTRICT WITH CHARTER,2101999,1005,1224,82.11,450,588,76.53,555,636,87.26,408,491,83.10,523,651,80.34,33,38,86.84,-1,-1,-1.00,40,42,95.24,898,1029,87.27,107,195,54.87,454,472,96.19,510,619,82.39,1005,1224,82.11,,,,970,1187,81.72,35,37,94.59,22,41,53.66,983,1183,83.09,-1,-1,-1.00,1004,1221,82.23
Florence 2,HANNAH PAMPLICO HIGH,2102024,69,92,75.00,39,57,68.42,30,35,85.71,36,49,73.47,32,41,78.05,-1,-1,-1.00,-1,-1,-1.00,,,,65,82,79.27,4,10,40.00,27,28,96.43,36,52,69.23,69,92,75.00,,,,68,91,74.73,-1,-1,-1.00,-1,-1,-1.00,69,91,75.82,-1,-1,-1.00,69,91,75.82
Florence 2,DISTRICT NO CHARTER,2102888,69,92,75.00,39,57,68.42,30,35,85.71,36,49,73.47,32,41,78.05,-1,-1,-1.00,-1,-1,-1.00,,,,65,82,79.27,4,10,40.00,27,28,96.43,36,52,69.23,69,92,75.00,,,,68,91,74.73,-1,-1,-1.00,-1,-1,-1.00,69,91,75.82,-1,-1,-1.00,69,91,75.82
Florence 2,DISTRICT WITH CHARTER,2102999,69,92,75.00,39,57,68.42,30,35,85.71,36,49,73.47,32,41,78.05,-1,-1,-1.00,-1,-1,-1.00,,,,65,82,79.27,4,10,40.00,27,28,96.43,36,52,69.23,69,92,75.00,,,,68,91,74.73,-1,-1,-1.00,-1,-1,-1.00,69,91,75.82,-1,-1,-1.00,69,91,75.82
Florence 3,LAKE CITY HIGH,2103029,167,224,74.55,81,108,75.00,86,116,74.14,38,49,77.55,123,165,74.55,6,10,60.00,,,,,,,126,164,76.83,41,60,68.33,29,29,100.00,130,155,83.87,167,224,74.55,,,,162,216,75.00,-1,-1,-1.00,4,11,36.36,163,213,76.53,-1,-1,-1.00,166,223,74.44
Florence 3,DISTRICT NO CHARTER,2103888,167,224,74.55,81,108,75.00,86,116,74.14,38,49,77.55,123,165,74.55,6,10,60.00,,,,,,,126,164,76.83,41,60,68.33,29,29,100.00,130,155,83.87,167,224,74.55,,,,162,216,75.00,-1,-1,-1.00,4,11,36.36,163,213,76.53,-1,-1,-1.00,166,223,74.44
Florence 3,DISTRICT WITH CHARTER,2103999,167,224,74.55,81,108,75.00,86,116,74.14,38,49,77.55,123,165,74.55,6,10,60.00,,,,,,,126,164,76.83,41,60,68.33,29,29,100.00,130,155,83.87,167,224,74.55,,,,162,216,75.00,-1,-1,-1.00,4,11,36.36,163,213,76.53,-1,-1,-1.00,166,223,74.44
Florence 4,TIMMONSVILLE HIGH,2104041,46,54,85.19,28,34,82.35,18,20,90.00,-1,-1,-1.00,42,46,91.30,-1,-1,-1.00,,,,,,,41,46,89.13,-1,-1,-1.00,-1,-1,-1.00,35,37,94.59,46,54,85.19,,,,45,53,84.91,-1,-1,-1.00,-1,-1,-1.00,45,53,84.91,,,,46,54,85.19
Florence 4,DISTRICT NO CHARTER,2104888,46,54,85.19,28,34,82.35,18,20,90.00,-1,-1,-1.00,42,46,91.30,-1,-1,-1.00,,,,,,,41,46,89.13,-1,-1,-1.00,-1,-1,-1.00,35,37,94.59,46,54,85.19,,,,45,53,84.91,-1,-1,-1.00,-1,-1,-1.00,45,53,84.91,,,,46,54,85.19
Florence 4,DISTRICT WITH CHARTER,2104999,46,54,85.19,28,34,82.35,18,20,90.00,-1,-1,-1.00,42,46,91.30,-1,-1,-1.00,,,,,,,41,46,89.13,-1,-1,-1.00,-1,-1,-1.00,35,37,94.59,46,54,85.19,,,,45,53,84.91,-1,-1,-1.00,-1,-1,-1.00,45,53,84.91,,,,46,54,85.19
Florence 5,JOHNSONVILLE HIGH,2105045,90,101,89.11,39,48,81.25,51,53,96.23,58,65,89.23,29,33,87.88,-1,-1,-1.00,,,,-1,-1,-1.00,77,82,93.90,13,19,68.42,27,27,100.00,53,58,91.38,90,101,89.11,,,,88,99,88.89,-1,-1,-1.00,,,,90,101,89.11,-1,-1,-1.00,89,100,89.00
Florence 5,DISTRICT NO CHARTER,2105888,90,101,89.11,39,48,81.25,51,53,96.23,58,65,89.23,29,33,87.88,-1,-1,-1.00,,,,-1,-1,-1.00,77,82,93.90,13,19,68.42,27,27,100.00,53,58,91.38,90,101,89.11,,,,88,99,88.89,-1,-1,-1.00,,,,90,101,89.11,-1,-1,-1.00,89,100,89.00
Florence 5,DISTRICT WITH CHARTER,2105999,90,101,89.11,39,48,81.25,51,53,96.23,58,65,89.23,29,33,87.88,-1,-1,-1.00,,,,-1,-1,-1.00,77,82,93.90,13,19,68.42,27,27,100.00,53,58,91.38,90,101,89.11,,,,88,99,88.89,-1,-1,-1.00,,,,90,101,89.11,-1,-1,-1.00,89,100,89.00
Georgetown,ANDREWS HIGH,2201001,144,164,87.80,76,90,84.44,68,74,91.89,63,71,88.73,70,82,85.37,10,10,100.00,,,,-1,-1,-1.00,130,141,92.20,14,23,60.87,53,53,100.00,87,94,92.55,144,164,87.80,,,,138,158,87.34,-1,-1,-1.00,-1,-1,-1.00,143,163,87.73,,,,144,164,87.80
Georgetown,GEORGETOWN HIGH,2201004,236,282,83.69,120,151,79.47,116,131,88.55,106,125,84.80,107,130,82.31,21,25,84.00,,,,11,11,100.00,219,240,91.25,17,42,40.48,77,77,100.00,142,164,86.59,236,282,83.69,,,,221,263,84.03,15,19,78.95,11,17,64.71,225,265,84.91,-1,-1,-1.00,235,281,83.63
Georgetown,WACCAMAW HIGH,2201025,191,218,87.61,95,116,81.90,96,102,94.12,157,176,89.20,26,32,81.25,-1,-1,-1.00,,,,-1,-1,-1.00,180,195,92.31,11,23,47.83,143,147,97.28,45,54,83.33,191,218,87.61,,,,190,217,87.56,-1,-1,-1.00,-1,-1,-1.00,188,215,87.44,-1,-1,-1.00,190,215,88.37
Georgetown,CARVERS BAY HIGH,2201026,103,118,87.29,49,60,81.67,54,58,93.10,28,38,73.68,73,78,93.59,-1,-1,-1.00,,,,,,,96,100,96.00,7,18,38.89,23,23,100.00,78,83,93.98,103,118,87.29,,,,103,118,87.29,,,,-1,-1,-1.00,101,116,87.07,-1,-1,-1.00,103,117,88.03
Georgetown,DISTRICT NO CHARTER,2201888,674,782,86.19,340,417,81.53,334,365,91.51,354,410,86.34,276,322,85.71,39,45,86.67,,,,14,14,100.00,625,676,92.46,49,106,46.23,296,300,98.67,352,395,89.11,674,782,86.19,,,,652,756,86.24,22,26,84.62,17,23,73.91,657,759,86.56,-1,-1,-1.00,672,777,86.49
Georgetown,DISTRICT WITH CHARTER,2201999,674,782,86.19,340,417,81.53,334,365,91.51,354,410,86.34,276,322,85.71,39,45,86.67,,,,14,14,100.00,625,676,92.46,49,106,46.23,296,300,98.67,352,395,89.11,674,782,86.19,,,,652,756,86.24,22,26,84.62,17,23,73.91,657,759,86.56,-1,-1,-1.00,672,777,86.49
Greenville,BEREA HIGH,2301002,218,308,70.78,100,153,65.36,118,155,76.13,70,99,70.71,68,101,67.33,78,104,75.00,-1,-1,-1.00,-1,-1,-1.00,195,244,79.92,23,64,35.94,51,57,89.47,165,213,77.46,218,308,70.78,,,,157,224,70.09,61,84,72.62,11,20,55.00,207,288,71.88,-1,-1,-1.00,217,307,70.68
Greenville,BLUE RIDGE HIGH,2301003,256,307,83.39,140,175,80.00,116,132,87.88,233,279,83.51,11,14,78.57,9,10,90.00,-1,-1,-1.00,-1,-1,-1.00,228,263,86.69,28,44,63.64,155,162,95.68,90,107,84.11,256,307,83.39,,,,252,301,83.72,-1,-1,-1.00,-1,-1,-1.00,253,300,84.33,,,,256,307,83.39
Greenville,CAROLINA ACADEMY (HIGH),2301005,147,199,73.87,71,101,70.30,76,98,77.55,32,39,82.05,70,100,70.00,44,57,77.19,-1,-1,-1.00,-1,-1,-1.00,132,163,80.98,15,36,41.67,25,28,89.29,112,130,86.15,147,199,73.87,,,,108,147,73.47,39,52,75.00,10,16,62.50,137,183,74.86,,,,147,199,73.87
Greenville,EASTSIDE HIGH,2301006,337,380,88.68,182,210,86.67,155,170,91.18,232,257,90.27,61,73,83.56,31,36,86.11,-1,-1,-1.00,11,12,91.67,303,326,92.94,34,54,62.96,248,257,96.50,86,107,80.37,337,380,88.68,,,,308,347,88.76,29,33,87.88,-1,-1,-1.00,331,373,88.74,,,,337,380,88.68
Greenville,GREENVILLE SENIOR HIGH ACADEMY,2301008,302,366,82.51,142,190,74.74,160,176,90.91,125,142,88.03,118,149,79.19,56,71,78.87,-1,-1,-1.00,-1,-1,-1.00,276,313,88.18,26,53,49.06,141,146,96.58,156,183,85.25,302,365,82.74,-1,-1,-1.00,262,314,83.44,40,52,76.92,14,18,77.78,288,348,82.76,-1,-1,-1.00,302,365,82.74
Greenville,GREER HIGH,2301009,261,317,82.33,137,168,81.55,124,149,83.22,138,169,81.66,65,78,83.33,51,63,80.95,-1,-1,-1.00,-1,-1,-1.00,237,263,90.11,24,54,44.44,134,137,97.81,117,145,80.69,261,317,82.33,,,,221,266,83.08,40,51,78.43,-1,-1,-1.00,256,311,82.32,-1,-1,-1.00,260,316,82.28
Greenville,WADE HAMPTON HIGH,2301010,409,456,89.69,199,230,86.52,210,226,92.92,248,268,92.54,75,92,81.52,62,67,92.54,-1,-1,-1.00,28,31,90.32,373,399,93.48,36,57,63.16,239,246,97.15,161,175,92.00,409,456,89.69,,,,377,417,90.41,32,39,82.05,-1,-1,-1.00,404,448,90.18,,,,409,456,89.69
Greenville,HILLCREST HIGH,2301012,493,570,86.49,237,287,82.58,256,283,90.46,306,348,87.93,122,146,83.56,52,61,85.25,-1,-1,-1.00,13,13,100.00,456,504,90.48,37,66,56.06,300,310,96.77,182,212,85.85,493,570,86.49,,,,448,520,86.15,45,50,90.00,9,14,64.29,484,556,87.05,-1,-1,-1.00,492,569,86.47
Greenville,J. L. MANN HIGH ACADEMY,2301013,367,429,85.55,168,202,83.17,199,227,87.67,213,228,93.42,96,131,73.28,36,47,76.60,-1,-1,-1.00,23,25,92.00,345,385,89.61,22,44,50.00,251,263,95.44,110,127,86.61,367,429,85.55,,,,338,390,86.67,29,39,74.36,7,11,63.64,360,418,86.12,-1,-1,-1.00,366,428,85.51
Greenville,MAULDIN HIGH,2301014,585,636,91.98,269,298,90.27,316,338,93.49,372,397,93.70,119,134,88.81,65,74,87.84,,,,32,34,94.12,544,570,95.44,41,66,62.12,423,435,97.24,158,173,91.33,585,636,91.98,,,,531,573,92.67,54,63,85.71,-1,-1,-1.00,581,627,92.66,,,,585,636,91.98
Greenville,RIVERSIDE HIGH,2301017,397,434,91.47,186,209,89.00,211,225,93.78,278,296,93.92,39,48,81.25,41,50,82.00,,,,40,41,97.56,371,396,93.69,26,38,68.42,312,327,95.41,80,92,86.96,397,434,91.47,,,,361,392,92.09,36,42,85.71,,,,397,434,91.47,,,,397,434,91.47
Greenville,SOUTHSIDE HIGH,2301018,162,219,73.97,81,113,71.68,81,106,76.42,18,29,62.07,106,140,75.71,27,37,72.97,-1,-1,-1.00,11,12,91.67,152,193,78.76,10,26,38.46,58,61,95.08,100,118,84.75,162,219,73.97,,,,131,177,74.01,31,42,73.81,7,11,63.64,155,208,74.52,,,,162,219,73.97
Greenville,TRAVELERS REST HIGH,2301020,252,306,82.35,124,159,77.99,128,147,87.07,196,231,84.85,32,49,65.31,19,21,90.48,,,,-1,-1,-1.00,219,246,89.02,33,60,55.00,126,133,94.74,123,147,83.67,252,305,82.62,-1,-1,-1.00,240,292,82.19,12,14,85.71,-1,-1,-1.00,244,298,81.88,-1,-1,-1.00,251,305,82.30
Greenville,WOODMONT HIGH,2301023,390,487,80.08,196,262,74.81,194,225,86.22,245,306,80.07,103,133,77.44,34,40,85.00,-1,-1,-1.00,11,11,100.00,369,433,85.22,21,54,38.89,228,241,94.61,157,199,78.89,390,487,80.08,,,,362,454,79.74,28,33,84.85,5,10,50.00,385,477,80.71,-1,-1,-1.00,390,486,80.25
Greenville,DISTRICT NO CHARTER,2301888,4582,5478,83.64,2233,2802,79.69,2349,2676,87.78,2710,3118,86.91,1086,1417,76.64,606,741,81.78,10,19,52.63,192,208,92.31,4204,4734,88.80,378,744,50.81,2691,2805,95.94,1802,2157,83.54,4582,5476,83.67,-1,-1,-1.00,4100,4874,84.12,482,604,79.80,96,153,62.75,4486,5325,84.24,9,13,69.23,4573,5465,83.68
Greenville,WASHINGTON CENTER,2301902,0,14,0.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,,,,-1,-1,-1.00,,,,0,14,0.00,-1,-1,-1.00,0,12,0.00,0,14,0.00,,,,0,13,0.00,-1,-1,-1.00,,,,0,14,0.00,,,,0,14,0.00
Greenville,DISTRICT WITH CHARTER,2301999,4582,5478,83.64,2233,2802,79.69,2349,2676,87.78,2710,3118,86.91,1086,1417,76.64,606,741,81.78,10,19,52.63,192,208,92.31,4204,4734,88.80,378,744,50.81,2691,2805,95.94,1802,2157,83.54,4582,5476,83.67,-1,-1,-1.00,4100,4874,84.12,482,604,79.80,96,153,62.75,4486,5325,84.24,9,13,69.23,4573,5465,83.68
Greenwood 50,EMERALD HIGH,2450001,178,236,75.42,85,115,73.91,93,121,76.86,84,108,77.78,82,111,73.87,9,14,64.29,,,,-1,-1,-1.00,166,206,80.58,12,30,40.00,58,60,96.67,112,146,76.71,178,236,75.42,,,,170,223,76.23,8,13,61.54,6,14,42.86,172,222,77.48,-1,-1,-1.00,177,234,75.64
Greenwood 50,GREENWOOD HIGH,2450002,377,439,85.88,202,242,83.47,175,197,88.83,170,192,88.54,167,198,84.34,36,43,83.72,,,,-1,-1,-1.00,349,395,88.35,28,44,63.64,157,164,95.73,196,221,88.69,377,439,85.88,,,,349,402,86.82,28,37,75.68,8,13,61.54,369,426,86.62,,,,377,439,85.88
Greenwood 50,DISTRICT NO CHARTER,2450888,555,676,82.10,287,358,80.17,268,318,84.28,254,300,84.67,249,309,80.58,45,57,78.95,,,,7,10,70.00,515,601,85.69,40,75,53.33,215,224,95.98,308,368,83.70,555,676,82.10,,,,519,626,82.91,36,50,72.00,14,27,51.85,541,649,83.36,-1,-1,-1.00,554,674,82.20
Greenwood 50,DISTRICT WITH CHARTER,2450999,555,676,82.10,287,358,80.17,268,318,84.28,254,300,84.67,249,309,80.58,45,57,78.95,,,,7,10,70.00,515,601,85.69,40,75,53.33,215,224,95.98,308,368,83.70,555,676,82.10,,,,519,626,82.91,36,50,72.00,14,27,51.85,541,649,83.36,-1,-1,-1.00,554,674,82.20
Greenwood 51,WARE SHOALS HIGH,2451020,61,77,79.22,27,38,71.05,34,39,87.18,47,62,75.81,10,11,90.91,-1,-1,-1.00,,,,,,,56,62,90.32,5,15,33.33,18,18,100.00,34,43,79.07,61,77,79.22,,,,57,73,78.08,-1,-1,-1.00,-1,-1,-1.00,57,71,80.28,-1,-1,-1.00,61,76,80.26
Greenwood 51,DISTRICT NO CHARTER,2451888,61,77,79.22,27,38,71.05,34,39,87.18,47,62,75.81,10,11,90.91,-1,-1,-1.00,,,,,,,56,62,90.32,5,15,33.33,18,18,100.00,34,43,79.07,61,77,79.22,,,,57,73,78.08,-1,-1,-1.00,-1,-1,-1.00,57,71,80.28,-1,-1,-1.00,61,76,80.26
Greenwood 51,DISTRICT WITH CHARTER,2451999,61,77,79.22,27,38,71.05,34,39,87.18,47,62,75.81,10,11,90.91,-1,-1,-1.00,,,,,,,56,62,90.32,5,15,33.33,18,18,100.00,34,43,79.07,61,77,79.22,,,,57,73,78.08,-1,-1,-1.00,-1,-1,-1.00,57,71,80.28,-1,-1,-1.00,61,76,80.26
Greenwood 52,NINETY SIX HIGH,2452025,119,130,91.54,52,59,88.14,67,71,94.37,94,99,94.95,21,26,80.77,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,112,121,92.56,-1,-1,-1.00,71,71,100.00,46,51,90.20,119,130,91.54,,,,117,128,91.41,-1,-1,-1.00,,,,119,130,91.54,,,,119,130,91.54
Greenwood 52,DISTRICT NO CHARTER,2452888,119,131,90.84,52,60,86.67,67,71,94.37,94,100,94.00,21,26,80.77,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,112,121,92.56,7,10,70.00,71,71,100.00,46,52,88.46,119,131,90.84,,,,117,129,90.70,-1,-1,-1.00,,,,119,131,90.84,,,,119,131,90.84
Greenwood 52,DISTRICT WITH CHARTER,2452999,119,131,90.84,52,60,86.67,67,71,94.37,94,100,94.00,21,26,80.77,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,112,121,92.56,7,10,70.00,71,71,100.00,46,52,88.46,119,131,90.84,,,,117,129,90.70,-1,-1,-1.00,,,,119,131,90.84,,,,119,131,90.84
Hampton 1,WADE HAMPTON HIGH,2501001,159,188,84.57,65,83,78.31,94,105,89.52,66,82,80.49,90,102,88.24,-1,-1,-1.00,,,,-1,-1,-1.00,153,173,88.44,6,15,40.00,69,71,97.18,85,96,88.54,159,188,84.57,,,,156,185,84.32,-1,-1,-1.00,5,12,41.67,154,176,87.50,-1,-1,-1.00,158,187,84.49
Hampton 1,DISTRICT NO CHARTER,2501888,159,188,84.57,65,83,78.31,94,105,89.52,66,82,80.49,90,102,88.24,-1,-1,-1.00,,,,-1,-1,-1.00,153,173,88.44,6,15,40.00,69,71,97.18,85,96,88.54,159,188,84.57,,,,156,185,84.32,-1,-1,-1.00,5,12,41.67,154,176,87.50,-1,-1,-1.00,158,187,84.49
Hampton 1,DISTRICT WITH CHARTER,2501999,159,188,84.57,65,83,78.31,94,105,89.52,66,82,80.49,90,102,88.24,-1,-1,-1.00,,,,-1,-1,-1.00,153,173,88.44,6,15,40.00,69,71,97.18,85,96,88.54,159,188,84.57,,,,156,185,84.32,-1,-1,-1.00,5,12,41.67,154,176,87.50,-1,-1,-1.00,158,187,84.49
Hampton 2,ESTILL HIGH,2502011,51,58,87.93,21,27,77.78,30,31,96.77,-1,-1,-1.00,49,55,89.09,-1,-1,-1.00,,,,-1,-1,-1.00,40,44,90.91,11,14,78.57,-1,-1,-1.00,32,35,91.43,51,58,87.93,,,,50,57,87.72,-1,-1,-1.00,-1,-1,-1.00,45,50,90.00,,,,51,58,87.93
Hampton 2,DISTRICT NO CHARTER,2502888,51,58,87.93,21,27,77.78,30,31,96.77,-1,-1,-1.00,49,55,89.09,-1,-1,-1.00,,,,-1,-1,-1.00,40,44,90.91,11,14,78.57,-1,-1,-1.00,32,35,91.43,51,58,87.93,,,,50,57,87.72,-1,-1,-1.00,-1,-1,-1.00,45,50,90.00,,,,51,58,87.93
Hampton 2,DISTRICT WITH CHARTER,2502999,51,58,87.93,21,27,77.78,30,31,96.77,-1,-1,-1.00,49,55,89.09,-1,-1,-1.00,,,,-1,-1,-1.00,40,44,90.91,11,14,78.57,-1,-1,-1.00,32,35,91.43,51,58,87.93,,,,50,57,87.72,-1,-1,-1.00,-1,-1,-1.00,45,50,90.00,,,,51,58,87.93
Horry,AYNOR HIGH,2601001,197,220,89.55,92,102,90.20,105,118,88.98,182,203,89.66,11,13,84.62,-1,-1,-1.00,,,,,,,183,194,94.33,14,26,53.85,91,93,97.85,98,108,90.74,197,220,89.55,,,,194,217,89.40,-1,-1,-1.00,-1,-1,-1.00,195,215,90.70,,,,197,220,89.55
Horry,NORTH MYRTLE BEACH HIGH,2601002,310,362,85.64,146,181,80.66,164,181,90.61,203,227,89.43,82,104,78.85,18,24,75.00,-1,-1,-1.00,-1,-1,-1.00,284,315,90.16,26,47,55.32,129,136,94.85,166,191,86.91,310,362,85.64,,,,292,339,86.14,18,23,78.26,9,12,75.00,301,350,86.00,-1,-1,-1.00,309,361,85.60
Horry,CONWAY HIGH,2601004,327,416,78.61,162,224,72.32,165,192,85.94,202,241,83.82,103,145,71.03,17,25,68.00,-1,-1,-1.00,-1,-1,-1.00,296,346,85.55,31,70,44.29,127,132,96.21,184,229,80.35,327,416,78.61,,,,313,398,78.64,14,18,77.78,-1,-1,-1.00,324,407,79.61,-1,-1,-1.00,327,415,78.80
Horry,GREEN SEA FLOYDS HIGH,2601006,62,76,81.58,33,42,78.57,29,34,85.29,37,45,82.22,21,27,77.78,-1,-1,-1.00,-1,-1,-1.00,,,,53,58,91.38,9,18,50.00,22,23,95.65,38,44,86.36,62,76,81.58,,,,60,74,81.08,-1,-1,-1.00,,,,62,76,81.58,,,,62,76,81.58
