ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,Report Card Type,street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2022,"Jasper County
School District",Ridgeland Elementary School,2701011,E,250 Jaguar Trail Unit #103,Ridgeland,SC,29936,PK-5,856,843-489-8845,https://res.jcsd.net,Renata Johnson Green,,,48
2022,"Jasper County
School District",Hardeeville-Ridgeland Middle School,2701012,M,"150 Hurricane Alley
",Hardeeville,SC,29927,6-8,534,843-310-1898,www.rms.jcsd.net,Blake Raley,,,39
2022,"Jasper County
School District","Ridgeland Secondary Academy Of
Excellence",2701013,H,250 Jaguar Trail,Ridgeland,SC,29936,9-12,689,843-489-8844,https://rhs.jcsd.net/,Kelly Barr,,,35
2022,"Jasper County
School District",Jasper County School District,2701999,D,10942 N. Jacob Smart Boulevard,Ridgeland,SC,29936,PK-12,2672,843-489-8892,www.jcsd.net,Dr. Rechel M. Anderson,"Dr. Rechel M.
Anderson","Mrs.
Carolyn
Bolden",159
2022,"Kershaw County
School District",North Central High School,2801003,H,874 Vocational Lane,Camden,SC,29020,9-12,548,803-432-9858,https://www.kcsdschools.net/Domain/21,David Branham Jr.,,,32
2022,"Kershaw County
School District",Camden High School,2801005,H,1022 Ehrenclou Drive,Camden,SC,29020,9-12,1073,803-425-8930,"www.kcsdschools.net/chs
",Lesley Corner,,,57
2022,"Kershaw County
School District",Lugoff-Elgin High School,2801007,H,1284 Hwy. 1 S,Lugoff,SC,29078,9-12,1667,(803)438-3481,https://www.kcsdschools.net/domain/17,Corey Wright,,,87
2022,"Kershaw County
School District",Blaney Elementary School,2801012,E,"1621 Smyrna Road
",Elgin,SC,29045,PK-5,710,803-438-3241,https://www.kcsdschools.net/Domain/10,Nicole Kirkley,,,45
2022,"Kershaw County
School District",Jackson School,2801013,E,1730 Jefferson Davis Highway,Camden,SC,29020,PK-5,502,803-425-8965,https://www.kcsdschools.net/Domain/15,Estelle Benson,,,33
2022,"Kershaw County
School District",Camden Middle School,2801014,M,902 McRae Rd,Camden,SC,29020,6-8,820,803-425-8975,cms.kcsdschools.net,Byron Johnson,,,58
2022,"Kershaw County
School District",Camden Elementary School,2801015,E,416 Laurens Street,Camden,SC,29020,PK-5,576,803-425-8960,https://www.kcsdschools.net/ces,Matia W. Goodwin,,,39
2022,"Kershaw County
School District",Lugoff-Elgin Middle,2801016,M,1244 HWY 1 S,Lugoff,SC,29078,6-8,674,803-438-3591,https://www.kcsdschools.net/Domain/18,Gene Cameron,,,48
2022,"Kershaw County
School District",Lugoff Elementary School,2801018,E,994 Ridgeway Road,Lugoff,SC,29078,PK-5,515,803-438-8000,les.kcsdschools.com,Dr. Melissa C. Lloyd,,,32
2022,"Kershaw County
School District",Midway Elementary School,2801019,E,1892 US Highway #1,Cassatt,SC,29032,PK-5,329,803-432-6122,www.kcsdschools.net/mdw,Elizabeth Stehle,,,23
2022,"Kershaw County
School District",Pine Tree Hill Elementary,2801021,E,938 Bishopville Hwy,Camden,SC,29020,PK-5,478,803-425-8970,https://www.kcsdschools.net/pth,Markeita Barber,,,33
2022,"Kershaw County
School District",Wateree Elementary School,2801022,E,"424 Wildwood Lane
",Lugoff,SC,29078,PK-5,743,803-438-8018,https://www.kcsdschools.net/Domain/25,Shane L. Bagwell,,,46
2022,"Kershaw County
School District",Leslie M. Stover Middle School,2801023,M,1649 Smyrna Road,"Elgin, SC",SC,29205,6-8,705,(803) 438-7414,https://www.kcsdschools.net/Domain/24,"Dr. Chantelle Baker
Zimmer",,,42
2022,"Kershaw County
School District",Doby's Mill Elementary School,2801024,E,1964 Fort Jackson Rd.,Lugoff,SC,29078,PK-5,624,(803)438-4055,kcsdschools.net/domain/14,Alana Powers,,,37
2022,"Kershaw County
School District",North Central Middle School,2801025,M,805 Keys Lane,Kershaw,SC,29067,6-8,425,803-424-2740,https://www.kcsdschools.net/Domain/22,Chad Dixon,,,32
2022,"Kershaw County
School District",North Central Elementary,2801026,E,861 Keys Lane,Kershaw,SC,29067,PK-5,467,803-432-0266,https://www.kcsdschools.net/Domain/20,Brittan R. Gardner,,,30
2022,"Kershaw County
School District",Kershaw County School District,2801999,D,2029 West DeKalb Street,Camden,SC,29020,PK-12,10856,803-432-8416,https://www.kcsdschools.net/,Dr. Shane Robbins,"Dr. Shane
Robbins","Dr. James
P. Smith",690
2022,Lancaster,Buford High School,2901002,H,4290 Tabernacle Rd.,Lancaster,SC,29745,9-12,563,803-286-7068,https://bhs.lancastercsd.com/,Michael Belk,,,43
2022,Lancaster,A. R. Rucker Middle School,2901003,M,422 Old Dixie Road,Lancaster,SC,29720,6-8,557,803-416-855,rms.lancastercsd.com,"Latrice ""Michelle""
Crosby",,,34
2022,Lancaster,Indian Land High,2901006,H,8063 River Rd,Indian Land,SC,29707,9-12,1539,803-547-7571,ilhs.lancstercsd.com,David M. Shamble,,,87
2022,Lancaster,Andrew Jackson High School,2901007,H,6925 Kershaw Camden Hwy,Kershaw,SC,29067,9-12,622,803-475-2381,https://ajhs.lancastercsd.com/,Shuntay Miller,,,43
2022,Lancaster,Lancaster High School,2901008,H,325 Woodland Drive,Lancaster,SC,29720,9-12,1379,803-283-2001,https://lhs.lancastercsd.com/,Rosalyn Mood,,,73
2022,Lancaster,South Middle School,2901010,M,1551 Billings Drive,Lancaster,SC,29720,6-8,600,803-283-8416,https://sms.lancastercsd.com/,Brent Chavous,,,40
2022,Lancaster,Brooklyn Springs Elementary,2901011,E,1637 Billings Dr.,Lancaster,SC,29720,PK-5,398,803-283-8471,https://bses.lancastercsd.com/,Michael Pratt,,,29
2022,Lancaster,Buford Elementary,2901012,E,1906 North Rocky River Road,Lancaster,SC,29720,PK-5,724,803-286-0026,bes.lancastercsd.com,Andrea Ribelin,,,42
2022,Lancaster,North Elementary School,2901014,E,1100 Roddey Drive,Lancaster,SC,29720,PK-5,570,803-283-9918,https://nes.lancastercsd.com,Keishea M. Mickles,,,40
2022,Lancaster,Clinton Elementary School,2901015,E,110 Clinton School Rd.,Lancaster,SC,29720,PK-5,446,803-285-5395,https://ces.lancastercsd.com/,Keisha Witherspoon,,,33
2022,Lancaster,Erwin Elementary School,2901017,E,1477 Locustwood Avenue,Lancaster,SC,29720,PK-5,417,8032858484,https://ees.lancastercsd.com/,Cory Hyslop,,,29
2022,Lancaster,Heath Springs Elementary School,2901019,E,158 Solar Road,Heath Springs,SC,29058,PK-5,365,803-273-3176,https://hses.lancastercsd.com/,Sheri M. Watson,,,26
2022,Lancaster,Indian Land Elementary,2901021,E,4137 Doby's Bridge Road,Indian Land,SC,29707,K-5,1007,803-548-2916,https://iles.lancastercsd.com/,Sarah Deason,,,59
2022,Lancaster,Kershaw Elementary School,2901023,E,525 North Matson Street,Kershaw,SC,29067,PK-5,512,803-475-6655,https://kes.lancastercsd.com/,Kelli Overcash,,,31
2022,Lancaster,Mcdonald Green Elementary,2901024,E,2763 Lynwood Drive,Lancaster,SC,29720,K-5,347,803-2852-7416,https://mges.lancastercsd.com/,Tonya K. Hunter,,,24
2022,Lancaster,Andrew Jackson Middle,2901027,M,6865 Kershaw Camden Highway,Kershaw,SC,29067,6-8,473,803-475-6021,https://ajms.lancastercsd.com/,Chris Timmons,,,29
2022,Lancaster,Buford Middle,2901028,M,1890 N. Rocky River Rd,Lancaster,SC,29720,6-8,410,803-285-8473,bms.lancastercsd.com,Sheryl H Wells,,,27
2022,Lancaster,Indian Land Middle School,2901029,M,8063 River Road,Indian Land,SC,29707,6-8,960,803-578-2500,https://ilms.lancastercsd.com/,Christopher D. Thorpe,,,54
2022,Lancaster,Harrisburg Elementary School,2901030,E,10251 Harrisburg Road,Indian Land,SC,29707,K-5,921,803-396-3737,hes.lancastercsd.com,Teryn Dalton,,,54
2022,Lancaster,Van Wyck Elementary School,2901031,E,4945 Charlotte Highway,"Lancaster, SC",SC,29720,PK-4,721,803-313-6650,https://vwes.lancastercsd.com/home,Jason Ramey,,,40
2022,Lancaster,Indian Land Intermediate,2901032,E,,,,0,5-6,969,,,,,,59
2022,Lancaster,Discovery School Of Lancaster County,2901611,E,302 W. Dunlap St.,Lancaster,SC,29720,K-5,109,8032870867,dis.lancastercsd.com,Charles Rivers,,,7
2022,Lancaster,Lancaster,2901999,D,300 South Catawba Street,Lancaster,SC,29720,PK-12,14609,8032894885,www.lancastercsd.com,Jonathan Phipps,"Jonathan
Phipps","Robert
Parker",924
2022,"Laurens County
School District
55",Laurens District 55 High School,3055004,H,5058 HIGHWAY 76 W,LAURENS,SC,29360,9-12,1568,8646823151,https://www.ldhsraiders.org/,Tina Faulkner,,,97
2022,"Laurens County
School District
55",Laurens Middle School,3055005,M,1035 West Main Street,Laurens,SC,29360,6-8,428,864-984-2400,https://www.laurensmiddle.org,Lewis Compton,,,26
2022,"Laurens County
School District
55",Ford Elementary School,3055006,E,601 Lucas Avenue,Laurens,SC,29360,PK-5,442,8649843986,www.fordschool.org,Zakaria Watson,,,32
2022,"Laurens County
School District
55",E. B. Morse Elementary School,3055010,E,"200 Parkview Drive 
",Laurens,SC,92360,PK-5,458,864-984-7777,www.ebmorse.org,Dr. Jason Bailey,,,28
2022,"Laurens County
School District
55",Laurens Elementary School,3055011,E,301 Henry Street,Laurens,SC,29360,PK-5,513,864-984-3067,https://www.laurensel.org/en-US,Carlos J. Littlejohn,,,33
2022,"Laurens County
School District
55",Sanders Middle School,3055013,M,609 Green Street,Laurens,SC,29360,6-8,346,864-984-0354,www.sandersmiddle.org,Joshua Dawkins,,,28
2022,"Laurens County
School District
55",Waterloo Elementary School,3055014,E,10457 Hwy 221 S,Waterloo,SC,29384,PK-5,263,864-677-4670,www.waterlooschool.org,"Farrell C. Thomas, Sr.",,,19
2022,"Laurens County
School District
55","Gray Court-Owings Elementary/Middle
School",3055016,E,9210 Hwy 14,Gray Court,SC,29645,PK-8,775,8648762131,www.gcoschool.org,Kim Penland,,,55
2022,"Laurens County
School District
55","Gray Court-Owings Elementary/Middle
School",3055016,M,9210 Hwy 14,Gray Court,SC,29645,PK-8,775,8648762131,www.gcoschool.org,Kim Penland,,,55
2022,"Laurens County
School District
55","Hickory Tavern Elementary/Middle
School",3055017,E,163 Neely Ferry Road,Gray Court,SC,29645,PK-8,649,8645752126,www.htem.org,Brandon Garrett Addy,,,43
2022,"Laurens County
School District
55","Hickory Tavern Elementary/Middle
School",3055017,M,163 Neely Ferry Road,Gray Court,SC,29645,PK-8,649,8645752126,www.htem.org,Brandon Garrett Addy,,,43
2022,"Laurens County
School District
55",Laurens County School District 55,3055999,D,301 Hillcrest Drive,Laurens,SC,29360,PK-12,5442,864-984-3568,www.laurens55.org,Dr. Ameca Thomas,"Dr. Ameca
Thomas","Mrs. Cathy
Little",369
2022,"Laurens County
School District
56",Clinton High School,3056016,H,18132 SC 72,Clinton,SC,29325,9-12,822,864-833-0817,http://chs.lcsd56.org,Martha Brothers,,,54
2022,"Laurens County
School District
56",Clinton Middle School,3056017,M,800 N. Adair St.,Clinton,SC,29325,6-8,670,864-833-0807,https://cms.lcsd56.org/,Jeff Parks,,,46
2022,"Laurens County
School District
56",Clinton Elementary,3056019,E,800 Chestnut Street,CLINTON,SC,29325,K-5,409,864-833-0812,https://ces.lcsd56.org/,Melodie Edwards,,,29
2022,"Laurens County
School District
56",Joanna-Woodson Elementary,3056022,E,510 South Ellis St.,Joanna,SC,29351,K-5,296,864-697-6480,https://jwes.lcsd56.org/,Arneice Renwick,,,22
2022,"Laurens County
School District
56",Eastside Elementary School,3056023,E,103 Old Colony Road,Clinton,SC,29325,K-5,453,8648724125,https://ees.lcsd56.org/,Tanya Wilson,,,33
2022,"Laurens County
School District
56",Laurens County School District 56,3056999,D,211 N. Broad Street Suite B,Clinton,SC,29325,PK-12,2766,864-833-0800,www.lcsd56.org,Dr. David C. O'Shields,"Dr. David C.
O'Shields","Mr. Jim
Barton",193
2022,"Lee County
School District",Dennis Elementary,3101007,E,321 Roland St,Bishopville,SC,29010,PK-5,356,803-483-1005,https://leebps.leeschooldistrictsc.org/,LaToya Boyd,,,21
2022,"Lee County
School District",Lower Lee Elementary School,3101011,E,5142 St. Charles Road,"Mayesville SC,",SC,29104,PK-5,144,803-428-3637,https://leelle.leeschooldistrictsc.org/,Shelia Gamble Stukes,,,10
2022,"Lee County
School District",West Lee Elementary School,3101012,E,55 West Lee School Road,Rembert,SC,29128,PK-5,117,8034283147,https://leewle.leeschooldistrictsc.org/,Dr. Veronica Bradley,,,7
2022,"Lee County
School District",Lee Central High School,3101013,H,1800 Wisacky Hwy,Bishopville,SC,29010,9-12,481,803-428-4010,https://leelchs.leeschooldistrictsc.org/,Baron M. Turner,,,33
2022,"Lee County
School District",Lee Central Middle School,3101015,M,41 Charlene Lane,Bishopville,SC,29010,6-8,343,803-428-2100,leelcms.leeschooldistrictsc.org/,Patrice Holmes,,,14
2022,"Lee County
School District",Lee County School District,3101999,D,310 Roland Street,Bishopville,SC,29010,PK-12,1441,803-484-5327,www.leeschoolsk12.org,"Bernard McDaniel, Sr.","Bernard
McDaniel, Sr.","Ms. Sylvia
Scott",83
2022,"Lexington
County School
District One",Gilbert High School,3201001,H,840 Main Street,"Gilbert, SC",SC,29054,9-12,1116,803-821-1900,https://schools.lexington1.net/GHS,Jacob Nelson,,,84
2022,"Lexington
County School
District One",Lexington High School,3201003,H,2463 Augusta Highway,Lexington,SC,29072,9-12,2352,"803-821-3400
",https://www.lexington1.net/LHS,RYAN POOL,,,157
2022,"Lexington
County School
District One",Pelion High School,3201004,H,600 Lydia Drive,Pelion,SC,29123,9-12,699,803-821-2237,Phs.lexington1.net,Bryan Hearn,,,55
2022,"Lexington
County School
District One",Gilbert Elementary School,3201005,E,520 Main Street,Gilbert,SC,29054,PK-5,781,803-821-1600,https://schools.lexington1.net/ges,William Moody,,,62
2022,"Lexington
County School
District One",Lexington Elementary,3201007,E,116 Azalea Dr.,LEXINGTON,SC,29072,PK-5,662,8038214000,https://www.lexington1.net/LES,Timothy Carnahan,,,49
2022,"Lexington
County School
District One",Pelion Elementary School,3201008,E,1202 Pine Street,Pelion,SC,29123,PK-5,606,803-821-2000,pes.lexington1.net,Deborah Rodgers Poole,,,50
2022,"Lexington
County School
District One",Oak Grove Elementary School,3201009,E,479 Oak Drive,Lexington,SC,29073,PK-5,720,803-821-0100,https://schools.lexington1.net/OGES,Christy M. Graham,,,49
2022,"Lexington
County School
District One",Lakeside Middle School,3201010,M,"455 Old Cherokee Rd.

",Lexington,SC,29072,6-8,619,803-821-3700,https://schools.lexington1.net/LMS,Casey B. Calhoun,,,42
2022,"Lexington
County School
District One",Red Bank Elementary,3201011,E,246 Community Drive,Lexington,SC,29073,PK-5,545,803-821-4600,https://schools.lexington1.net/RBES,Janet B. Ricard,,,46
2022,"Lexington
County School
District One",White Knoll Elementary School,3201049,E,132 White Knoll Way,West Columbia,SC,29073,PK-5,667,803-821-4500,https://schools.lexington1.net/WKES,"M. Elizabeth
Whisennant",,,49
2022,"Lexington
County School
District One",Saxe Gotha Elementary School,3201052,E,"100 Bill Williamson Ct
Saxe
Gotha Elementary School",LEXINGTON,SC,29073,PK-5,698,803-821-4800,https://schools.lexington1.net/SGES,Elizabeth Houck,,,56
2022,"Lexington
County School
District One",White Knoll Middle,3201053,M,116 White Knoll Way,West Columbia,SC,29170,6-8,831,803-821-4300,https://schools.lexington1.net/WKMS,Don Hardie,,,60
2022,"Lexington
County School
District One",Gilbert Middle School,3201054,M,120 Rikard Circle,Gilbert,SC,29054,6-8,857,803-821-1700,https://www.lexington1.net/GMS,Kyle Meetze,,,65
2022,"Lexington
County School
District One",Midway Elementary School,3201055,E,180 Midway Road,Lexington,SC,29072,PK-5,904,803-821-0300,https://www.lexington1.net/Page/4059,Janet M. Fickling,,,63
2022,"Lexington
County School
District One",Lake Murray Elementary School,3201056,E,205 Wise Ferry Road,Lexington,SC,29072,PK-5,836,(803) 821-3100,https://www.lexington1.net/LMES,Mrs. Jennifer Stanley,,,55
2022,"Lexington
County School
District One",White Knoll High School,3201057,H,5643 Platt Springs Road,Lexington,SC,29073,9-12,2165,803-821-5200,schools.lexington1.net/WKHS,Edward Daughtrey,,,138
2022,"Lexington
County School
District One",Pelion Middle School,3201058,M,325 Main Street,Pelion,SC,29123,6-8,600,803-821-2300,https://www.lexington1.net/PMS,Michael Stacey,,,45
2022,"Lexington
County School
District One",Pleasant Hill Elementary School,3201060,E,664 Rawl Road,Lexington,SC,29072,PK-5,923,803-821-2800,http://phes.lexington1.net,Margaret B. Mitchum,,,62
2022,"Lexington
County School
District One",Pleasant Hill Middle School,3201061,M,660 Rawl Road,Lexington,SC,29072,6-8,725,803-821-2700,https://www.lexington1.net/PHMS,Julie Painter,,,56
2022,"Lexington
County School
District One",Carolina Springs Elementary School,3201062,E,6340 Platt Springs Rd.,Lexington,SC,29072,PK-5,851,803-821-5100,https://schools.lexington1.net/CSES,Todd C. Brown,,,56
2022,"Lexington
County School
District One",Carolina Springs Middle School,3201063,M,6180 Platt Springs Road,Lexington,SC,29073,6-8,901,8038214900,https://schools.lexington1.net/CSMS,Dr. Brice Cockfield,,,65
2022,"Lexington
County School
District One",Forts Pond Elementary,3201064,E,7350 Fish Hatchery Road,Pelion,SC,29123,K-5,468,8038212500,www.lexington1.net/FPES,Michelle L. Smith,,,39
2022,"Lexington
County School
District One",New Providence Elementary School,3201065,E,1118 Old Cherokee Road,Lexington,SC,29072,K-5,763,803-821-3300,https://schools.lexington1.net/NPES,Robert Candillo,,,49
2022,"Lexington
County School
District One",Rocky Creek Elementary,3201066,E,430 Calks Ferry Rd,"Lexington, SC",SC,29072,PK-5,879,803-821-4200,https://schools.lexington1.net/RCES,"Cheryl H Fralick- Interim
Principal",,,55
2022,"Lexington
County School
District One",Meadow Glen Elementary School,3201067,E,510 Ginny Lane,Lexington,SC,29072,K-5,820,803-821-0400,mges.lexington1.net,Jennifer McNair,,,61
2022,"Lexington
County School
District One",Meadow Glen Middle School,3201068,M,440 Ginny Lane,Lexington,SC,29072,6-8,1020,803-821-0600,www.lexington1.net,Dr. Bill Coon,,,79
2022,"Lexington
County School
District One",River Bluff High School,3201069,H,320 Corley Mill Rd.,Lexington,SC,29072,9-12,2164,803-821-0700,https://www.lexington1.net/RBHS,Jacob N Smith III,,,133
2022,"Lexington
County School
District One",Deerfield Elementary School,3201070,E,638 Longs Pond Road,Lexington,SC,29073,PK-5,808,803-821-5500,https://schools.lexington1.net/DES,Janet Malone,,,59
2022,"Lexington
County School
District One",Beechwood Middle School,3201071,M,1340 Hwy. # 378,Lexington,SC,29072,6-8,1034,803-821-5700,https://schools.lexington1.net/BMS,Gloria Jenkinson,,,67
2022,"Lexington
County School
District One",Centerville Elementary School,3201072,E,4147 Augusta Highway,Gilbert,SC,29054,PK-5,752,803-821-5900,https://schools.lexington1.net/CES,P. Heath Branham,,,58
2022,"Lexington
County School
District One",Lexington County School District One,3201999,D,100 Tarrar Springs Road,Lexington,SC,29072,PK-12,27766,803-821-1000,http://lexington1.net,Dr. Gregory Little,"Dr. Gregory
Little","Anne Marie
Green",2010
2022,"Lexington
District Two",Airport High School,3202009,H,1315 Boston Avenue,West Columbia,SC,29170,9-12,1348,803-822-5600,https://ahs.lex2.org/,Matt Schilit,,,70
2022,"Lexington
District Two",Brookland-Cayce High School,3202011,H,1300 State Street,Cayce,SC,29033,9-12,1158,803-791-5000,bchs.lex2.org,Gregg Morton,,,85
2022,"Lexington
District Two",R. H. Fulmer Middle,3202012,M,1614 Walterboro Street,West Columbia,SC,29170,6-8,648,8032406441,fms.lex2.org,Megan Carrero,,,43
2022,"Lexington
District Two",Cyril B. Busbee Creative Arts Academy,3202017,M,501 Bulldog Blvd.,Cayce,SC,29033,6-8,444,803-739-4070,BCAA.Lex2.org,Stephanie Hucks,,,30
2022,"Lexington
District Two",Congaree Elementary School,3202019,E,1221 Ramblin Road,West Columbia,SC,29172,2-5,388,8037557430,https://congaree.lex2.org/,Christopher Dickey,,,30
2022,"Lexington
District Two",Northside Middle,3202020,M,157 Cougar Drive,West Columbia,SC,29168,6-8,567,803-739-4190,nms.lex2.org,Matt Schilit,,,42
2022,"Lexington
District Two",Saluda River Academy For The Arts,3202023,E,1520 Duke Street,West Columbia,SC,29169,K-5,279,803.739.4095,https://sraa.lex2.org,Jim LeBlanc,,,25
2022,"Lexington
District Two",Springdale Elementary,3202024,E,361 Wattling Road,West Columbia,SC,29170,PK-5,398,803-739-4175,https://springdale.lex2.org/,Hope Vrana,,,28
2022,"Lexington
District Two",Pine Ridge Middle,3202026,M,735 Pine Ridge Drive,West Columbia,SC,29172,6-8,438,803-755-7400,http://prms.lex2.org/,"David V. Basile, Ed.D.",,,35
2022,"Lexington
District Two",Wood Elementary School,3202027,E,"739 Pine Ridge Drive
",West Columbia,SC,29172,PK-5,954,803-755-7420,https://wood.lex2.org/,Leonard Frierson,,,66
2022,"Lexington
District Two",Cayce Elementary School,3202029,E,515 Bulldog Blvd,Cayce,SC,29033,PK-5,992,803-936-550,https://cayce.lex2.org/,Andrew D Drozdak,,,67
2022,"Lexington
District Two",Riverbank Elementary,3202030,E,160 Cougar Drive,West Columbia,SC,29170,PK-5,1027,803-936-3400,riverbank.lex2.org,David Sims,,,71
2022,"Lexington
District Two",Lexington District Two,3202999,D,715 Ninth Street,West Columbia,SC,29169,PK-12,8641,8037394038,"www.lex2.org
","Nicholas Wade/Barry
Bolen","Nicholas
Wade/Barry
Bolen","Christina F.
Rucker",612
2022,"Lexington
County School
District Three",Batesburg-Leesville High School,3203026,H,600 Summerland Avenue,Batesburg-Leesville,SC,29006,9-12,561,803-532-9251,https://blhs.lex3.org/,Sonya Bryant,,,42
2022,"Lexington
County School
District Three",Batesburg-Leesville Elementary School,3203028,E,403 S Lee St,Batesburg-Leesville,SC,29070,3-5,448,803-532-1155,https://bles.lex3.org/,Matt Velasquez,,,40
2022,"Lexington
County School
District Three",Batesburg-Leesville Middle School,3203029,M,425 Shealy Rd,Batesburg-Leesville,SC,29206,6-8,473,803-532-3831,https://blms.lex3.org/,Sharah Clark,,,33
2022,"Lexington
County School
District Three",Batesburg-Leesville Primary School,3203030,P,800 Summerland Ave,Batesburg-Leesville,SC,29006,PK-2,556,803-532-4452,https://blps.lex3.org/,Angie Mishoe,,,41
2022,"Lexington
County School
District Three",Lexington County School District Three,3203999,D,338 West Columbia Avenue,Batesburg-Leesville,SC,29006,PK-12,2038,803-532-4423,https://www.lex3.org/,Dr. Ashley Atkinson,"Dr. Ashley
Atkinson","Craig
Caughman",156
2022,"Lexington
School District
Four",Swansea High School,3204034,H,500 East First Street,Swansea,SC,29160,9-12,930,803-490-7007,https://www.lex4.org/shs,Dr. Marcia Seawright,,,57
2022,"Lexington
School District
Four",Frances Mack Intermediate School,3204035,E,161 Gaston Street,Gaston,SC,29053,5-6,527,803-490-7004,https://www.lex4.org/fmis,Mr. Bryan Evans,,,35
2022,"Lexington
School District
Four",Sandhills Middle School,3204036,M,582 Meadowfield Rd,Gaston,SC,29053,7-8,489,803-490-7005,www.lex4.org,Brad Coleman,,,40
2022,"Lexington
School District
Four",Sandhills Elementary,3204039,E,130 Lewis Rast Rd,Swansea,SC,29160,3-4,493,803-490-7003,https://www.lex4.org/ses,Marlon Smith,,,31
2022,"Lexington
School District
Four",Sandhills Primary School,3204040,P,140 Lewis Rast Road,Swansea,SC,29160,1-2,466,803-490-7002,spsinfo@lexington4.net,Holly Miller,,,34
2022,"Lexington
School District
Four",Lexington Four Early Childhood Center,3204800,P,135 Lewis Rast Road,Swansea,SC,29160,PK-K,514,803-490-7001,"www.lex4.org
",Lisa Evans,,,33
2022,"Lexington
School District
Four",Lexington School District Four,3204999,D,607 East Fifth Street,Swansea,SC,29160,PK-12,3419,803-490-7000,www.lex4.org,"Robert Maddox, Jr.,
Ed.D.","Robert Maddox,
Jr., Ed.D.",Brad Frick,230
2022,"School District 5
Of Lexington
And Richland
Counti",Chapin High School,3205038,H,300 Columbia Avenue,Chapin,SC,29036,9-12,1592,803-575-5400,https://www.lexrich5.org/chs,Michael Ames,,,91
2022,"School District 5
Of Lexington
And Richland
Counti","Irmo High School International School For
The Arts",3205039,H,6671 St. Andrews Road,Columbia,SC,29212,9-12,1336,803-476-3010,https://www.lexrich5.org/Domain/28,Robin L. Hardy,,,87
2022,"School District 5
Of Lexington
And Richland
Counti","Irmo Middle School International
Academic Magnet",3205040,M,6051 Wescott Rd.,Columbia,SC,29212,6-8,964,(803) 476 3610,https://www.lexrich5.org/ims,Danielle Major-Murphy,,,68
2022,"School District 5
Of Lexington
And Richland
Counti",Chapin Elementary School,3205041,E,940 Old Bush River Rd.,Chapin,SC,29036,PK-4,730,8035755900,https://www.lexrich5.org/Domain/9,Jesse Hutchinson,,,46
2022,"School District 5
Of Lexington
And Richland
Counti",Dutch Fork Elementary,3205042,E,7900 Broad River Rd.,Irmo,SC,29063,PK-5,478,803-476-3900,https://www.lexrich5.org/dfes,Julius Scott,,,39
2022,"School District 5
Of Lexington
And Richland
Counti",Irmo Elementary,3205043,E,7401 Dustin Johnson Drive,Irmo,SC,29063,PK-5,523,803-476-4200,https://www.lexrich5.org/ies,Shannon Fincannon,,,36
2022,"School District 5
Of Lexington
And Richland
Counti","Leaphart Elementary School Steam
Magnet",3205044,E,120 Piney Grove Road,Columbia,SC,29210,PK-5,466,803-476-4700,https://www.lexrich5.org/Domain/15,Courtney Sims,,,38
2022,"School District 5
Of Lexington
And Richland
Counti","Seven Oaks Elementary School Media
Magnet",3205045,E,2800 Ashland Road,Columbia,SC,29210,PK-5,502,803-476-8510,https://www.lexrich5.org/soes,William C. English,,,40
2022,"School District 5
Of Lexington
And Richland
Counti",Crossroads Intermediate School,3205046,M,6949 St. Andrews Road,Columbia,SC,29212,6,701,8035760141,https://www.lexrich5.org/cris,Erin Doty,,,49
2022,"School District 5
Of Lexington
And Richland
Counti","Nursery Road Elementary School - Arts
Magnet",3205047,E,6706 Nursery Road,Columbia,SC,29212,PK-5,455,803-476-4300,https://www.lexrich5.org/Domain/16,Love Ligons,,,43
2022,"School District 5
Of Lexington
And Richland
Counti",Harbison West Elementary,3205048,E,257 Crossbow Drive,Columbia,SC,29212,PK-5,568,803-476-3800,https://www.lexrich5.org/hwes,Randy Norman,,,47
2022,"School District 5
Of Lexington
And Richland
Counti","H.E. Corley Elementary School
Leadership Magnet And Montessori Ma",3205049,E,"1500 Chadford Road
","Irmo, SC",SC,29063,PK-5,583,803-476-4001,https://www.lexrich5.org/heces,Jason Pollock,,,50
2022,"School District 5
Of Lexington
And Richland
Counti",Chapin Intermediate,3205050,E,1130 Old Lexington Highway,Chapin,SC,29036,5-6,900,8035755700,https://www.lexrich5.org/cis,Edward Davis,,,53
2022,"School District 5
Of Lexington
And Richland
Counti",Dutch Fork High,3205051,H,1400 Old Tamah Rd.,Irmo,SC,29063,9-12,1708,803-476-3300,https://www.lexrich5.org/dfhs,Gerald Gary,,,106
2022,"School District 5
Of Lexington
And Richland
Counti",Lake Murray Elementary School,3205052,E,1531 Three Dog Road,Chapin,SC,29036,K-4,797,803-476-4600,https://www.lexrich5.org/lmes,Kelly Reese,,,50
2022,"School District 5
Of Lexington
And Richland
Counti",River Springs Elementary,3205053,E,115 Connie Wright Road,Irmo,SC,29063,PK-5,453,803-476-4400,https://www.lexrich5.org/rses,Matthew Gams,,,32
2022,"School District 5
Of Lexington
And Richland
Counti",Dutch Fork Middle School,3205054,M,1528 Old Tamah Road,Irmo,SC,29063,7-8,928,803-476-8000,https://www.lexrich5.org/dfms,Vernon Sava,,,64
