ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,SCHOOLTYPECD,street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2023,"Kershaw
County School
District","Wateree Elementary
School",2801022,E,424 Wildwood Ln.,Lugoff,SC,29078,PK-5,732,803-438-8018,https://www.kcsdschools.net/Domain/25,Shane L. Bagwell,,,43
2023,"Kershaw
County School
District","Leslie M. Stover Middle
School",2801023,M,1649 Smyrna Road,"Elgin, SC",SC,29205,6-8,697,803-438-7414,kcsdschools.net/Domain/24,"Dr. Chantelle Baker
Zimmer",,,38
2023,"Kershaw
County School
District","Doby's Mill Elementary
School",2801024,E,"1964 Fort Jackson
Rd",Lugoff,SC,29028,PK-5,596,803-438-4066,kcsdschools.net/dme,Alana Powers,,,37
2023,"Kershaw
County School
District","North Central Middle
School",2801025,M,805 Keys Lane,Kershaw,SC,29067,6-8,420,803-424-2740,https://www.kcsdschools.net/Domain/22,Chad Dixon,,,31
2023,"Kershaw
County School
District",North Central Elementary,2801026,E,"1 Leonard Price
Lane",Kershaw,SC,29067,PK-5,527,803-432-0266,https://www.kcsdschools.net/Domain/20,Brittan R. Gardner,,,34
2023,"Kershaw
County School
District","Kershaw County School
District",2801999,D,"2029 West DeKalb
Street",Camden,SC,29020,PK-12,11138,,,"Dr. J. Harrison
Goodwin, Ed.D.","Dr. J.
Harrison
Goodwin,
Ed.D.","Dr. James
P. Smith",687
2023,Lancaster,Buford High School,2901002,H,,,SC,0,9-12,561,,,Michael Belk,,,37
2023,Lancaster,A. R. Rucker Middle School,2901003,M,422 Old Dixie Road,Lancaster,SC,29720,6-8,519,803-416-8555,https://rms.lancastercsd.com/,"Latrice ""Michelle""
Crosby",,,30
2023,Lancaster,Indian Land High School,2901006,H,"6100 Charlotte
Highway",Lancaster,SC,29720,9-12,1678,803-2868470,ilhs.lancastercsd.com,Kevin J. Miller,,,77
2023,Lancaster,"Andrew Jackson High
School",2901007,H,"6925 Kershaw
Camden Hwy.",Kershaw,SC,29067,9-12,622,803-475-2381,https://ajhs.lancastercsd.com/,Shuntay Miller,,,42
2023,Lancaster,Lancaster High School,2901008,H,"325 Woodland
Drive",Lancaster,SC,29720,9-12,1463,803-283-2001,https://lhs.lancastercsd.com/,Rosalyn Mood,,,73
2023,Lancaster,South Middle School,2901010,M,1551 Billings Drive,Lancaster,SC,29720,6-8,534,803-283-8416,https://sms.lancastercsd.com/,Brent Chavous,,,29
2023,Lancaster,"Brooklyn Springs
Elementary School",2901011,E,1637 Billings Drive,Lancaster,SC,29720,PK-5,401,803-283-8471,https://bses.lancastercsd.com/,Brittany McManus,,,23
2023,Lancaster,Buford Elementary,2901012,E,"1906 N. Rocky
River Road",Lancaster,SC,29720,PK-5,779,803-286-0026,https://bes.lancastercsd.com/home,Mrs. Jill Nelson,,,39
2023,Lancaster,North Elementary School,2901014,E,1100 Roddey Drive,Lancaster,SC,29720,PK-5,586,(803)283-9918,https://nes.lancastercsd.com,Keishea Mickles,,,37
2023,Lancaster,Clinton Elementary School,2901015,E,"110 Clinton School
Rd.",Lancaster,SC,29720,PK-5,408,803-285-5395,https://ces.lancastercsd.com/,Keisha Witherspoon,,,25
2023,Lancaster,Erwin Elementary School,2901017,E,"1477 Locustwood
Ave",Lancaster,SC,29720,PK-5,411,803-285-8484,ees.lancastercsd.com,Cory Hyslop,,,24
2023,Lancaster,"Heath Springs Elementary
School",2901019,E,158 Solar Road,Heath Springs,SC,29058,PK-5,348,803-273-3176,https://hses.lancastercsd.com/,Sheri M. Watson,,,18
2023,Lancaster,Indian Land Elementary,2901021,E,"4137 Doby's Bridge
Road",Indian Land,SC,29707,K-4,1035,803-548-2946,https://iles.lancastercsd.com/,Sarah Deason,,,60
2023,Lancaster,"Kershaw Elementary
School",2901023,E,"525 North Matson
Street",Kershaw,SC,29067,PK-5,538,803-475-6655,https://kes.lancastercsd.com/,Kelli P Overcash,,,32
2023,Lancaster,"Mcdonald Green
Elementary",2901024,E,"2763 Lynwood
Drive",Lancaster,SC,29720,PK-5,336,803-285-7416,https://mges.lancastercsd.com/,Melanie Hollis,,,22
2023,Lancaster,"Andrew Jackson Middle
School",2901027,M,"6865 Kershaw
Camden Highway",Kershaw,SC,29067,6-8,466,803-475-6021,ajms.lancastercsd.com,Chris Timmons,,,25
2023,Lancaster,Buford Middle School,2901028,M,"1890 North Rocky
River Road",Lancaster,SC,29720,6-8,373,8032858473,bms.lancastercsd.com,Ashley Bradley,,,26
2023,Lancaster,Indian Land Middle School,2901029,M,5020 Wesley Court,Lancaster,SC,29720,7-8,989,803-578-2500,https://ilms.lancastercsd.com/,Christopher D. Thorpe,,,58
2023,Lancaster,Harrisburg Elementary,2901030,E,"10251 Harrisburg
Road",Indian Land,SC,29707,PK-4,1089,803-396-3737,hes.lancastercsd.com,Teryn Dalton,,,56
2023,Lancaster,"Van Wyck Elementary
School",2901031,E,"4945 Charlotte
Highway",Lancaster,SC,29720,PK-4,790,803-313-6650,https://vwes.lancastercsd.com/,Jason Ramey,,,44
2023,Lancaster,Indian Land Intermediate,2901032,E,"8361 Charlotte
Highway",Indian Land,SC,29707,5-6,1074,803-546-3600,https://ilis.lancastercsd.com/,Brad Johnson,,,62
2023,Lancaster,Discovery School,2901611,E,302 W. Dunlap St.,Lancaster,SC,29720,K-5,114,803-285-8430,https://dis.lancastercsd.com/,Charles Rivers,,,6
2023,Lancaster,Lancaster,2901999,D,,,,,PK-12,15114,,,,,,883
2023,"Laurens
County School
District 55",Laurens High School,3055004,H,5058 Hwy. 76 West,Laurens,SC,29360,9-12,1554,864-682-3151,https://www.ldhsraiders.org/,Lewis Compton,,,94
2023,"Laurens
County School
District 55",Laurens Middle School,3055005,M,1035 West Main St,Laurens,SC,29645,6-8,399,864-984-2400,https://www.laurensmiddle.org/o/lms,Clayton Cotney,,,29
2023,"Laurens
County School
District 55",Ford Elementary School,3055006,E,601 Lucas Avenue,Laurens,SC,29316,PK-5,416,8649843986,https://www.fordschool.org,Zakl Watson,,,29
2023,"Laurens
County School
District 55","E. B. Morse Elementary
School",3055010,E,200 Parkview Drive,Laurens,SC,29360,PK-5,457,864-984-7777,https://www.ebmorse.org/,Dr. Jason Bailey,,,28
2023,"Laurens
County School
District 55",Laurens Elementary School,3055011,E,301 Henry St.,Laurens,SC,29360,PK-5,504,864-984-3067,https://www.laurensel.org/,Dr. Carlos J. Littlejohn,,,34
2023,"Laurens
County School
District 55",Sanders Middle,3055013,M,,,,0,6-8,331,,,,,,24
2023,"Laurens
County School
District 55","Waterloo Elementary
School",3055014,E,"10457 Hwy 221
South",Waterloo,SC,29384,PK-5,271,8646774670,www.waterlooschool.org,Kim Penland,,,15
2023,"Laurens
County School
District 55",Gray Court-Owings School,3055016,E,9210 Hwy 14,Gray Court,SC,29645,PK-8,763,864-876-2131,www.gcoschool.org,"Farrell C. Thomas, Sr.",,,50
2023,"Laurens
County School
District 55",Gray Court-Owings School,3055016,M,9210 Hwy 14,Gray Court,SC,29645,PK-8,763,864-876-2131,www.gcoschool.org,"Farrell C. Thomas, Sr.",,,50
2023,"Laurens
County School
District 55","Hickory Tavern
Elementary/Middle School",3055017,E,163 Neely Ferry Rd,Gray Court,SC,29645,PK-8,649,864-575-2126,www.htem.org,Brandon G. Addy,,,45
2023,"Laurens
County School
District 55","Hickory Tavern
Elementary/Middle School",3055017,M,163 Neely Ferry Rd,Gray Court,SC,29645,PK-8,649,864-575-2126,www.htem.org,Brandon G. Addy,,,45
2023,"Laurens
County School
District 55","Laurens County School
District 55",3055999,D,301 Hillcrest Drive,Laurens,SC,29360,PK-12,5344,864-984-3568,https://www.laurens55.org/,Dr. Ameca C. Thomas,"Dr. Ameca
C. Thomas","Mrs. Cathy
LIttle",352
2023,"Laurens
County School
District 56",Clinton High School,3056016,H,18132 SC 72,Clinton,SC,29325,9-12,781,8648330817,chs.lcsd56.org,Martha Brothers,,,53
2023,"Laurens
County School
District 56",Clinton Middle School,3056017,M,800 North Adair St.,Clinton,SC,29325,6-8,663,864-833-0807,http://cms.lcsd56g.,Jeff Parks,,,44
2023,"Laurens
County School
District 56",Clinton Elementary School,3056019,E,"800 Chestnut
Street",Clinton,SC,29325,K-5,383,864-833-0812,https://ces.lcsd56.org/en-US,Melodie Edwards,,,32
2023,"Laurens
County School
District 56","Joanna-Woodson
Elementary School",3056022,E,"510 South Ellis
Street",Joanna,SC,29351,K-5,288,864-697-6480,jwes.lcsd56.org,Arneice Renwick,,,20
2023,"Laurens
County School
District 56","Eastside Elementary
School",3056023,E,"103 Old Colony
Road

Laurens
56",Clinton,SC,29325,K-5,466,8648330827,https://ees.lcsd56.org/,Tanya Wilson,,,31
2023,"Laurens
County School
District 56","Laurens County School
District 56",3056999,D,"100 Old Colony
Road",Clinton,SC,29325,PK-12,2715,864-833-0800,www.lcsd56.org,Dr. David C. O'Shields,"Dr. David C.
O'Shields","Mr. Jim
Barton",192
2023,Lee County,Dennis Elementary School,3101007,E,321 ROLAND ST,BISHOPVILLE,SC,29010,PK-5,393,8034831005,,LaToya Boyd,,,23
2023,Lee County,"Lower Lee Elementary
School",3101011,E,"5142 St. Charles
Road Mayesville
SC 29104","Mayesville SC
29104",SC,29104,PK-5,175,803-428-3637,https://leelle.leeschooldistrictsc.org/,"Dr. Shelia Gamble
Stukes",,,14
2023,Lee County,"West Lee Elementary
School",3101012,E,"55 West Lee
School Road",Rembert,SC,29128,PK-5,100,803-428-3147,https://leewle.leeschooldistrictsc.org/,"Dr. Veronica K.
Bradley",,,7
2023,Lee County,Lee Central High School,3101013,H,"1800 Wisacky
Highway",Bishopville,SC,29010,9-12,450,803-428-4010,https://leelchs.leeschooldistrictsc.org/,Baron Miller Turner,,,34
2023,Lee County,Lee Central Middle,3101015,M,41 Charlene Lane,Bishopville,SC,29010,6-8,358,803-428-2100,https://leelcms.leeschooldistrictsc.org/,Dr. John C. Kennedy,,,17
2023,Lee County,Lee County,3101999,D,310 Roland Street,Bishopville,SC,29010,PK-12,1476,803-484-5327,www.leeschooldistrictsc.org,"Bernard McDaniel, Sr.","Bernard
McDaniel, Sr.","Ms.
Queenie
Boyd",95
2023,"Lexington
County School
District One",Gilbert High School,3201001,H,840 Main Street,Gilbert,SC,29054,9-12,1118,803-821-1900,https://www.lexington1.net/GHS,Jacob Nelson,,,70
2023,"Lexington
County School
District One",Lexington High School,3201003,H,"2463 Augusta
Highway",Lexington,SC,29072,9-12,2410,803-821-3400,https://www.lexington1.net/LHS,Dr. Ryan Pool,,,159
2023,"Lexington
County School
District One",Pelion High School,3201004,H,600 Lydia Drive,Pelion,SC,29123,9-12,727,803-821-2200,Phs.lexington1.net,Bryan Hearn,,,45
2023,"Lexington
County School
District One",Gilbert Elementary School,3201005,E,"520 Main Street,
Gilbert, SC 29054",Gilbert,SC,29054,PK-5,768,803-821-1600,https://www.lexington1.net/GES,Stephen Deyo,,,58
2023,"Lexington
County School
District One","Lexington Elementary
School",3201007,E,116 Azalea Drive,Lexington,SC,29072,PK-5,701,803-821-4000,https://www.lexington1.net/LES,Lori Meyers,,,44
2023,"Lexington
County School
District One",Pelion Elementary School,3201008,E,1202 Pine Street,Pelion,SC,29123,PK-5,611,803-821-2000,pes.lexington1.net,"Deborah Rodgers
Poole",,,46
2023,"Lexington
County School
District One","Oak Grove Elementary
School",3201009,E,479 Oak Drive,Lexington,SC,29073,PK-5,738,803-821-0100,https://www.lexington1.net/OGES,Christy M Graham,,,51
2023,"Lexington
County School
District One",Lakeside Middle School,3201010,M,"455 Old Cherokee
Road",Lexington,SC,29072,6-8,839,803-821-3700,https://www.lexington1.net/LMS,Casey Calhoun,,,59
2023,"Lexington
County School
District One","Red Bank Elementary
School",3201011,E,"246 Community
Drive",Lexington,SC,29073,PK-5,568,803-821-4600,www.lexington1.net/rbes,Janet B. Ricard,,,43
2023,"Lexington
County School
District One","White Knoll Elementary
School",3201049,E,"132 White Knoll
Way",West Columbia,SC,29170,PK-5,673,803-821-4500,https://www.lexington1.net/WKES,"M. Elizabeth
Whisennant",,,45
2023,"Lexington
County School
District One","Saxe Gotha Elementary
School",3201052,E,"100 Bill Williamson
Court",Lexington,SC,29073,PK-5,686,803-821-4800,https://www.lexington1.net/SGES,Elizabeth Houck,,,52
2023,"Lexington
County School
District One",White Knoll Middle,3201053,M,"116 White Knoll
Way",West Columbia,SC,29170,6-8,816,8038214300,https://www.lexington1.net/WKMS,Don Hardie,,,57
2023,"Lexington
County School
District One",Gilbert Middle School,3201054,M,120 Rikard Circle,Gilbert,SC,29054,6-8,822,803-821-1700,https://www.lexington1.net/GMS,Kyle Meetze,,,52
2023,"Lexington
County School
District One",Midway Elementary School,3201055,E,180 Midway Rd,LEXINGTON,SC,29072,PK-5,891,8038213000,https://www.lexington1.net/MES,Timothy Carnahan,,,63
2023,"Lexington
County School
District One","Lake Murray Elementary
School",3201056,E,"205 Wise Ferry
Road",Lexington,SC,29072,PK-5,901,803-821-3100,https://www.lexington1.net/LMES,Jennifer Stanley,,,58
2023,"Lexington
County School
District One",White Knoll High School,3201057,H,"5643 Platt Springs
Road",Lexington,SC,29073,9-12,2204,803-821-5200,https://www.lexington1.net/WKHS,Nicholas W. Pearson,,,125
2023,"Lexington
County School
District One",Pelion Middle School,3201058,M,325 Main Street,Pelion,SC,29123,6-8,566,803-821-2300,https://www.lexington1.net/PMS,Jessica L. Keisler,,,40
2023,"Lexington
County School
District One","Pleasant Hill Elementary
School",3201060,E,664 Rawl Road,Lexington,SC,29072,PK-5,898,803-821-2800,http://phes.lexington1.net,Margaret B. Mitchum,,,62
2023,"Lexington
County School
District One",Pleasant Hill Middle School,3201061,M,660 Rawl Road,Lexington,SC,29072,6-8,748,8038212700,https://www.lexington1.net/PHMS,Julie Painter,,,48
2023,"Lexington
County School
District One","Carolina Springs
Elementary School",3201062,E,"6340 Platt Springs
Road",Lexington,SC,29073,PK-5,850,803-821-5100,https://www.lexington1.net/CSES,Todd C. Brown,,,54
2023,"Lexington
County School
District One","Carolina Springs Middle
School",3201063,M,"6180 Platt Springs
Road",Lexington,SC,29212,6-8,914,803-821-4900,lexington1.net/CSMS,Dr. Brice Cockfield,,,58
2023,"Lexington
County School
District One","Forts Pond Elementary
School",3201064,E,"7350 Fish Hatchery
Road
",Pelion,SC,29123,PK-5,468,803-821-2500,https://www.lexington1.net/FPES,Marie G. Watson,,,31
2023,"Lexington
County School
District One","New Providence
Elementary School",3201065,E,"1118 Old Cherokee
Road",Lexington,SC,29072,K-5,803,803-821-3300,https://www.lexington1.net/NPES,Robert Candillo,,,52
2023,"Lexington
County School
District One","Rocky Creek Elementary
School",3201066,E,"430 Calks Ferry
Road",Lexington,SC,29123,PK-5,863,803-821-4200,https://www.lexington1.net/RCES,Michelle L. Smith,,,48
2023,"Lexington
County School
District One","Meadow Glen Elementary
School",3201067,E,510 Ginny Lane,Lexington,SC,29072,K-5,810,803-821-0400,mges.lexington1.net,Jennifer McNair,,,55
2023,"Lexington
County School
District One","Meadow Glen Middle
School",3201068,M,440 Ginny Lane,Lexington,SC,29072,6-8,808,803 821-0600,Lexington1.net/MGMS,Dr. Bill Coon,,,64
2023,"Lexington
County School
District One",River Bluff High School,3201069,H,320 Corley Mill Rd.,Lexington,SC,29072,9-12,2197,8038210701,https://www.lexington1.net/RBHS,Jacob N Smith III,,,126
2023,"Lexington
County School
District One","Deerfield Elementary
School",3201070,E,638 Longs Pond Rd,Lexington,SC,29073,PK-5,803,803-821-5500,http://www.lexington1.net/DES,Stephanie Taylor,,,55
2023,"Lexington
County School
District One",Beechwood Middle School,3201071,M,1340 Highway #378,Lexington,SC,29072,6-8,1014,803-821-5700,https://www.lexington1.net/BMS,"Gloria Buritica
Jenkinson",,,64
2023,"Lexington
County School
District One","Centerville Elementary
School",3201072,E,"4147 Augusta
Highway",Gilbert,SC,29054,PK-5,816,803-821-5900,https://www.lexington1.net/CES,P. Heath Branham,,,60
2023,"Lexington
County School
District One","Lexington County School
District One",3201999,D,"100 Tarrar Springs
Road",Lexington,SC,29072,PK-12,28031,,,Dr. Gerrita Postlewait,"Dr. Gerrita
Postlewait","Anne
Marie
Green",1901
2023,Lexington Two,Airport High School,3202009,H,"1315 Boston
Avenue",West Columbia,SC,29170,9-12,1428,803-822-5600,https://ahs.lex2.org/,Matt Schilit,,,66
2023,Lexington Two,"Brookland Cayce High
School",3202011,H,1300 State St.,Cayce,SC,29033,9-12,1171,8037915000,bchs.lex2.org,Barry Bolen,,,77
2023,Lexington Two,R. H. Fulmer Middle School,3202012,M,"1614 Walterboro
Street",West Columbia,SC,29170,6-8,568,803-822-5660,fms.lex2.org,Megan Carrero,,,45
2023,Lexington Two,"Busbee Creative Arts
Academy",3202017,M,501 Bulldog Blvd.,Cayce,SC,29072,6-8,420,803-739-4070,bcaa.lex2.org,Stephanie Hucks,,,28
2023,Lexington Two,"Congaree Elementary
School",3202019,E,1221 Ramblin Road,West Columbia,SC,29172,2-5,368,8037557430,https://congaree.lex2.org/,Christopher Dickey,,,28
2023,Lexington Two,Northside Middle School,3202020,M,157 Cougar Drive,West Columbia,SC,29169,6-8,555,(803) 739-4190,https://nms.lex2.org/,Anna Unversaw,,,39
2023,Lexington Two,"Saluda River Academy For
The Arts",3202023,E,1520 Duke Street,West Columbia,SC,29169,K-5,344,803-739-4095,https://sraa.lex2.org/,Jim LeBlanc,,,26
2023,Lexington Two,Springdale Elementary,3202024,E,361 Wattling Road,West Columbia,SC,29170,PK-5,389,803739-4175,https://springdale.lex2.org/,Annette Ariail,,,27
2023,Lexington Two,Pine Ridge Middle,3202026,M,735 Pine Ridge Dr,West Columbia,SC,29172,6-8,403,8037557400,https://prms.lex2.org/,Karen Holloman,,,28
2023,Lexington Two,"Herbert A. Wood
Elementary",3202027,E,"737 Pine Ridge
Drive",West columbia,SC,29172,PK-5,967,803-755-7420,https://wood.lex2.org/,Angela Brown,,,67
2023,Lexington Two,Cayce Elementary School,3202029,E,515 Bulldogs Blvd,Cayce,SC,29033,PK-5,998,803-936-5500,https://cayce.lex2.org/,Andrew D Drozdak,,,73
2023,Lexington Two,Riverbank Elementary,3202030,E,160 Cougar Drive,West Columbia,SC,29170,PK-5,1015,803-936-3400,,David Sims,,,71
2023,Lexington Two,Lexington Two,3202999,D,715 Ninth Street,West Columbia,SC,29169,PK-12,8626,803-796-4708,wwww.Lex2.org,Dr. Brenda Hafner,"Dr. Brenda
Hafner","Elizabeth
Branham",595
2023,"Lexington
County School
District Three","Batesburg-Leesville High
School",3203026,H,"600 Summerland
Avenue",Batesburg-Leesville,SC,29006,9-12,547,803-532-9251,https://blhs.lex3.org/,Sonya Bryant,,,35
2023,"Lexington
County School
District Three","Batesburg-Leesville
Elementary School",3203028,E,403 S Lee St,Batesburg-Leesville,SC,29070,3-5,431,803-532-1155,https://bles.lex3.org/,Matt Velasquez,,,31
2023,"Lexington
County School
District Three","Batesburg-Leesville Middle
School",3203029,M,425 Shealy Rd,Batesburg-Leesville,SC,29006,6-8,456,803-532-3831,https://blms.lex3.org/,Sharah Clark,,,27
2023,"Lexington
County School
District Three","Batesburg-Leesville
Primary School",3203030,P,"800 Summerland
Ave",Batesburg-Leesville,SC,29006,PK-2,543,803-532-4452,https://blps.lex3.org/,Angie Mishoe,,,30
2023,"Lexington
County School
District Three","Lexington County School
District Three",3203999,D,"338 West Columbia
Avenue",Batesburg-Leesville,SC,29006,PK-12,1977,803-532-3831,www.lex3.org,Ashley Atkinson,"Ashley
Atkinson","Cheryl A.
Burgess",123
2023,"Lexington
School District
Four",Swansea High School,3204034,H,"500 East First
Street",Swansea,SC,29160,9-12,945,803-490-7007,https://www.lex4.org/o/shs,Dr. Marcia Seawright,,,54
2023,"Lexington
School District
Four",Frances Mack Intermediate,3204035,E,161 Gaston Street,Gaston,SC,29053,5-6,538,803-409-7004,https://www.lex4.org/fmis,Alexandria Gillcrese,,,32
2023,"Lexington
School District
Four",Sandhills Middle School,3204036,M,"582 Meadowfield
Rd",Gaston,SC,29053,7-8,513,8034907005,www.lex4.org/sms,Brad Coleman,,,36
2023,"Lexington
School District
Four","Sandhills Elementary
School",3204039,E,130 Lewis Rast Rd,Swansea,SC,0,3-4,488,803-490-7003,https://www.lex4.org/ses,Marlon Smith,,,29
2023,"Lexington
School District
Four",Sandhills Primary School,3204040,P,"140 Lewis Rast
Road",Swansea,SC,29060,1-2,506,803-490-7002,spsinfo@lexington4.net,Holly A. Miller,,,33
2023,"Lexington
School District
Four","Lexington Four Early
Childhood Center",3204800,P,"135 Lewis Rast
Road",Swansea,SC,29160,PK-K,554,803-490-7001,lex4.org/ecc,Sonya Harrison-Young,,,33
2023,"Lexington
School District
Four","Lexington School District
Four",3204999,D,"607 East Fifth
Street",Swansea,SC,29160,PK-12,3544,803-490-7000,www.lex4.org,"Robert Maddox, Jr.,
Ed.D.","Robert
Maddox, Jr.,
Ed.D.","Lynne
Fallaw",218
2023,"School District
5 Of Lexington
And Richland
Counti",Chapin High School,3205038,H,"300 Columbia
Avenue",Chapin,SC,29036,9-12,1615,803-575-5400,www.lexrich5.org/chs,Michael Ames,,,95
2023,"School District
5 Of Lexington
And Richland
Counti","Irmo High School
International School For
The Arts",3205039,H,"6671 St. Andrews
Road",Columbia,SC,29212,9-12,1307,803-476-3000,https://www.lexrich5.org/Domain/28,Kaaren W. Hampton,,,103
2023,"School District
5 Of Lexington
And Richland
Counti",Irmo Middle School,3205040,M,6051 Wescott Rd.,Columbia,SC,29212,6-8,1011,803 476 3600,https://www.lexrich5.org/ims,Mansa Joseph,,,82
2023,"School District
5 Of Lexington
And Richland
Counti",Chapin Elementary School,3205041,E,"940 Old Bush River
Rd.",Chapin,SC,29036,PK-4,790,8035755900,https://www.lexrich5.org/ces,Jesse Hutchinson,,,60
2023,"School District
5 Of Lexington
And Richland
Counti","Dutch Fork Elementary
School",3205042,E,"7900 Broad River
Road",Irmo,SC,29063,PK-5,475,803-476-3900,https://www.lexrich5.org/dfes,Julius Scott,,,49
2023,"School District
5 Of Lexington
And Richland
Counti",Irmo Elementary,3205043,E,"7401 Dustin
Johnson Drive",Irmo,SC,29063,PK-5,541,803-476-4200,https://www.lexrich5.org/ies,Shannon Fincannon,,,41
2023,"School District
5 Of Lexington
And Richland
Counti","Leaphart Elementary
School Steam Magnet",3205044,E,"120 Piney Grove
Road",Columbia,SC,29210,PK-5,492,803-476-4700,https://www.lexrich5.org/les,Courtney Sims,,,41
2023,"School District
5 Of Lexington
And Richland
Counti","Seven Oaks Elementary
School Media Magnet",3205045,E,2800 Ashland Road,Columbia,SC,29210,PK-5,520,803-476-8500,https://www.lexrich5.org/soes,W. Christian English,,,57
2023,"School District
5 Of Lexington
And Richland
Counti","Crossroads Intermediate
School",3205046,M,"6949 St. Andrews
Road",Columbia,SC,29212,6,698,803-476-8300,https://www.lexrich5.org/cris,Erin Doty,,,54
2023,"School District
5 Of Lexington
And Richland
Counti","Nursery Road Elementary
School - Arts Magnet",3205047,E,"6706 Nursery
Road",Columbia,SC,29212,PK-5,450,803-476-4300,https://www.lexrich5.org/Domain/16,Karey R. Fisher,,,49
2023,"School District
5 Of Lexington
And Richland
Counti","Harbison West Elementary
School",3205048,E,"257 Crossbow
Drive",Columbia,SC,29212,PK-5,550,803-476-3800,https://www.lexrich5.org/hwes,Randy Norman,,,51
2023,"School District
5 Of Lexington
And Richland
Counti","H.E. Corley Elementary
School Leadership Magnet
And Montessori Ma",3205049,E,"1500 Chadford
Road",Irmo,SC,29036,PK-5,558,803-476-4001,https://www.lexrich5.org/heces,Jason Pollock,,,60
2023,"School District
5 Of Lexington
And Richland
Counti",Chapin Intermediate,3205050,E,"1130 Old Lexington
Highway
Chapin,
SC 29036",Chapin,SC,29036,5-6,913,8035755710,https://www.lexrich5.org/cis,Edward Davis,,,57
2023,"School District
5 Of Lexington
And Richland
Counti",Dutch Fork High School,3205051,H,"1400 Old Tamah
Rd.
Irmo, SC
29063",IRMO,SC,29063,9-12,1726,803-476-3300,https://www.lexrich5.org/dfhs,"Gerald Gary, Ed.D.",,,116
2023,"School District
5 Of Lexington
And Richland
Counti","Lake Murray Elementary
School",3205052,E,"1531 Three Dog
Road",Chapin,SC,29036,K-4,809,803-476-4600,www.lexrich5.org/lmes,Kelly Reese,,,57
2023,"School District
5 Of Lexington
And Richland
Counti",River Springs Elementary,3205053,E,"115 Connie Wright
Road",Irmo,SC,29063,PK-5,465,803-476-4400,https://www.lexrich5.org/rses,Matthew Gams,,,41
2023,"School District
5 Of Lexington
And Richland
Counti",Dutch Fork Middle School,3205054,M,"1528 Old Tamah
Road",Irmo,SC,29063,7-8,921,803-473-4800,www.lexrich5.org/dfms,Vernon Sava,,,66
2023,"School District
5 Of Lexington
And Richland
Counti","Ballentine Elementary
School",3205055,E,1040 Bickley Road,Irmo,SC,29063,K-5,521,803-476-4500,www.lexrich5.org/bes,Robin W. Bright,,,41
2023,"School District
5 Of Lexington
And Richland
Counti","Oak Pointe Elementary
School",3205056,E,"1 Riverbottom
Road",Irmo,SC,29063,PK-5,520,8034764100,https://www.lexrich5.org/opes,Linard R. McCloud,,,50
2023,"School District
5 Of Lexington
And Richland
Counti",Spring Hill High School,3205057,H,"11629 Broad River
Road",Chapin,SC,29036,9-12,1089,803-476-8700,https://www.lexrich5.org/shhs,Dr. Michael Lofton,,,91
2023,"School District
5 Of Lexington
And Richland
Counti",Chapin Middle School,3205058,M,"11661 Broad River
Road",Chapin,SC,29036,7-8,991,803-722-5500,https://www.lexrich5.org/cms,Stephanie Huckabee,,,68
2023,"School District
5 Of Lexington
And Richland
Counti","Piney Woods Elementary
School",3205059,E,"814 Amicks Ferry
Road",Chapin,SC,29036,K-4,501,03-756-1100,www.lexrich5.org/pwes,Cassandra Paschal,,,35
2023,"School District
5 Of Lexington
And Richland
Counti","School District 5 Of
Lexington And Richland
Counti",3205999,D,"1020 Dutch Fork
Rd.",Irmo,SC,29063,PK-12,17463,8034768189,,"Dr. Akil E. Ross, Sr.","Dr. Akil E.
Ross, Sr.","Mrs.
Rebecca
Blackburn
Hines",1441
2023,"Mccormick
County School
District",Mccormick High School,3301001,H,"6981 South
Carolina Highway
28-S",McCormick,SC,29835,9-12,188,864-443-0040,www.mccormick.k12.sc.us,Gena K. Wideman,,,15
2023,"Mccormick
County School
District",Mccormick Middle School,3301002,M,"6979bSc hwy 28
South",McCormick,SC,29835,6-8,153,864-443-0155,,Dr. Whitney Koeppen,,,6
2023,"Mccormick
County School
District","Mccormick Elementary
School",3301003,E,6977 Hwy 28 South,McCormick,SC,29835,PK-5,241,864 443 2292,https://mccormickcountysc.sites.thrillshare.com/o/mes,Angela White,,,19
2023,"Mccormick
County School
District","Mccormick County School
District",3301999,D,"821 North Mine
Street",McCormick,SC,29835,PK-12,582,864-852-2435,https://mccormick.k12.sc.us,Dr. Jaime Hembree,"Dr. Jaime
Hembree","Terry
Wilson",40
2023,"Marion County
School District",Marion High School,3410002,H,1205 S. Main Street,Marion,SC,29571,9-12,628,843-423-2571,https://www.marion.k12.sc.us/Domain/10,Rita Lewis Smith,,,29
2023,"Marion County
School District",Easterling Primary School,3410003,P,"600 E. Northside
Ave.",Marion,SC,29571,PK-2,477,843-423-8335,https://www.marion.k12.sc.us/domain/13,Melinda Tavernier,,,21
2023,"Marion County
School District",Marion Intermediate School,3410004,E,2320 SC-ALT 41,Marion,SC,29571,3-5,417,843-423-8345,https://www.marion.k12.sc.us/Domain/9,Robert Dunkin,,,19
2023,"Marion County
School District",Johnakin Middle School,3410007,M,601 Gurley St,Marion,SC,29571,6-8,456,8434238360,https://www.marion.k12.sc.us/Domain/16,"Mark C. Fraiser, I",,,23
