ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,"Report
Card Type
(P,E,M,H,D)",street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2020,"The School
District Of
Greenville
County",Washington Center School,2301902,E,"3 Betty Spencer Drive 
",Greenville,SC,29607,PK-12,131,864-355-0250,www.greenville.k12.sc.us/washctr,Teshia Hair,,,26
2020,"The School
District Of
Greenville
County",Washington Center School,2301902,H,"3 Betty Spencer Drive 
",Greenville,SC,29607,PK-12,131,864-355-0250,www.greenville.k12.sc.us/washctr,Teshia Hair,,,26
2020,"The School
District Of
Greenville
County",Washington Center School,2301902,M,"3 Betty Spencer Drive 
",Greenville,SC,29607,PK-12,131,864-355-0250,www.greenville.k12.sc.us/washctr,Teshia Hair,,,26
2020,"The School
District Of
Greenville
County","The School District Of
Greenville County",2301999,D,301 E. Camperdown Way,Greenville,SC,29601,PK-12,77123,864-355-3100,www. greenville.k12.sc.us,"W. Burke Royster, PhD","W. Burke
Royster, PhD","Lynda
Leventis
-Wells",5049
2020,"Greenwood
School District
50",Emerald High School,2450001,H,150 Bypass 225,Greenwood,SC,29646,9-12,848,864-941-5730,https://www.gwd50.org/emerald,Jamie Blount,,,51
2020,"Greenwood
School District
50",Greenwood High School,2450002,H,1816 Cokesbury Rd,Greenwood,SC,29649,9-12,1523,864-941-5600,https://www.gwd50.org/greenwood,Chad Michael Evans,,,81
2020,"Greenwood
School District
50",Northside Middle School,2450003,M,431 Deadfall Road West,Greenwood,SC,29649,6-8,732,864-941-5780,https:www.gwd50.org/northside,Jim Still,,,41
2020,"Greenwood
School District
50","Eleanor S. Rice Elementary
School",2450008,E,1802 East Durst Avenue,Greenwood,SC,29649,PK-5,541,864-941-5660,"https://www.gwd50.org/site/Default.aspx?Page
ID=4418",Carlos J. Littlejohn,,,39
2020,"Greenwood
School District
50","Lakeview Elementary
School",2450009,E,660 Center Street,Greenwood,SC,29649,PK-5,571,864-941-5760,www.gwd50.org/lakeview,Dr. Molly Smith,,,43
2020,"Greenwood
School District
50","Mathews Elementary
School",2450011,E,725 Marshall Road,Greenwood,SC,29646,K-5,496,864-941-5000,"https://www.gwd50.org/site/Default.aspx?Page
ID=3439",Christine Rogers,,,37
2020,"Greenwood
School District
50","Merrywood Elementary
School",2450012,E,329 Deadfall Rd. West,Greenwood,SC,29649,PK-5,516,864-941-5700,"https://www.gwd50.org/site/Default.aspx?Page
ID=3785",Brian Perrin,,,37
2020,"Greenwood
School District
50","Pinecrest Elementary
School",2450014,E,220 E Northside Dr,Greenwood,SC,29649,K-5,432,864-941-5580,https://www.gwd50.org/Domain/1285,Leroy Platt,,,37
2020,"Greenwood
School District
50",Hodges Elementary School,2450016,E,4717 Main Street,Hodges,SC,29653,K-5,344,864-374-5000,https://www.gwd50.org/Domain/886,Latasha Goodwin,,,24
2020,"Greenwood
School District
50",Brewer Middle School,2450017,M,1000 Emerald Road,Greenwood,SC,29646,6-8,718,864-941-5500,"https://www.gwd50.org/site/Default.aspx?Page
ID=1654",Kathryn Benjamin,,,43
2020,"Greenwood
School District
50",Woodfields Elementary,2450018,E,1032 Emerald Rd,Greenwood,SC,29646,PK-5,618,864-941-5540,"https://www.gwd50.org/Domain/1473
",Travis Blizzard,,,48
2020,"Greenwood
School District
50","Springfield Elementary
School",2450028,E,1608 Florida Avenue,Greenwood,SC,29646,K-5,582,864-941-5535,https://www.gwd50.org/Domain/1388,Tiara Watson,,,41
2020,"Greenwood
School District
50",Westview Middle School,2450029,M,1410 West Alexander Road,Greenwood,SC,29646,6-8,677,864-229-4301,https://www.gwd50.org/westview,Erin Watts,,,39
2020,"Greenwood
School District
50","Greenwood School District
50",2450999,D,1855 Calhoun Road,Greenwood,SC,29649,PK-12,8844,864-941-5400,www.gwd50.org,Dr. Steve Glenn,"Dr. Steve
Glenn",David Trent,581
2020,"Greenwood
School District
51",Ware Shoals High School,2451020,H,56 South Greenwood Ave,Ware Shoals,SC,29692,9-12,267,864-456-7496,https://www.gwd51.org/o/ware-shoals-high-school,Paul Anderson,,,20
2020,"Greenwood
School District
51","Ware Shoals Primary
School",2451022,E,15269 Indian Mound Road,Ware Shoals,SC,29692,PK-4,391,864-861-2261,https://www.gwd51.org/o/ware-shoals-primary-school,Jason Morrison,,,29
2020,"Greenwood
School District
51","Ware Shoals
Elementary/Middle School",2451024,M,45 West Main Street,Ware Shoals,SC,29692,5-8,284,,,Nancy Brown,,,19
2020,"Greenwood
School District
51","Greenwood School District
51",2451999,D,56 South Greenwood Ave,Ware Shoals,SC,29692,PK-12,942,864-456-7496,www.gwd51.org,Dr. Fay Sprouse,"Dr. Fay
Sprouse","Debbie
Lake",68
2020,"Greenwood
School District
52",Ninety Six High,2452025,H,,,,0,9-12,462,,,,,,31
2020,"Greenwood
School District
52",Edgewood Middle School,2452026,M,644 S. Cambridge St.,Ninety Six,SC,29666,6-8,398,864-543-3511,https://ems.greenwood52.org/,David Schoolfield,,,25
2020,"Greenwood
School District
52","Ninety Six Elementary
School",2452027,E,810 Johnston Road,"Ninety Six, SC",SC,29666,3-5,339,864-543-4995,nses@greenwood52.org,Charlene Louden,,,24
2020,"Greenwood
School District
52",Ninety Six Primary School,2452028,P,121 South Cambridge Street,Ninety Six,SC,29666,PK-2,368,864-543-3112,https://nsps.greenwood52.org/,Dr. Andrea Fulmer,,,22
2020,"Greenwood
School District
52","Greenwood School District
52",2452999,D,605 Johnston Rd,"Ninety Six, South
Carolina",SC,29666,PK-12,1567,864-543-3100,greenwood52.org,Dr. Rex S. Ward,"Dr. Rex S.
Ward","Mr. Houston
Matthews",102
2020,Hampton 1,"Wade Hampton High
School",2501001,H,115 Airport Road,"Varnville, SC",SC,29944,9-12,576,803 943-3568,whhs.hampton1.org,Bonnie J. Wilson,,,42
2020,Hampton 1,Brunson Elementary,2501004,E,,,SC,0,PK-6,177,,,Kristy C. Wood,,,12
2020,Hampton 1,"Hampton Elementary
School",2501006,E,505 Hoover Street South,"Hampton, South
Carolina",SC,29924,4-6,362,803-943-3251,hampton1.org/hes,Cassandra B. Williams,,,29
2020,Hampton 1,North District Middle School,2501008,M,507 Tillman Avenue,Varnville,SC,29944,7-8,340,803-943-3507,ndms.hampton1.org,Patricia Brantley,,,25
2020,Hampton 1,Varnville Elementary,2501009,P,395 Pine Street East,Varnville,SC,29944,PK-3,274,8039432376,ves.hampton1.org,Peggy O'Banner,,,19
2020,Hampton 1,Fennell Elementary School,2501010,E,131 Yemassee Hwy,Yemassee,SC,29945,PK-6,147,803-398-5591,https://fes.hampton1.org/,Willie Coker,,,13
2020,Hampton 1,Ben Hazel Primary,2501018,P,628 Railroad Avenue West,Hampton,SC,29924,PK-3,256,8039433659,www.hampton1.org,Brandy Noll,,,20
2020,Hampton 1,Hampton 1,2501999,D,,,,,PK-12,2132,,,,,,166
2020,Hampton 2,Estill High Scholl,2502011,H,1450 Columbia Hwy N.,Estill,SC,29918,9-12,167,803-625-5100,hampton2.k12.sc.us/estillhighschool,Synetria Hawkins,,,16
2020,Hampton 2,Estill Middle,2502014,M,,,SC,0,6-8,179,,,Shronda Taylor,,,12
2020,Hampton 2,Estill Elementary,2502017,E,636 Third Street,Estill,SC,29918,PK-5,324,8036255030,hampton2.ees.ss3,Julia B. Lee,,,16
2020,Hampton 2,Hampton 2,2502999,D,,,,,PK-12,670,,,,,,46
2020,Horry,Aynor High,2601001,H,201 Jordanville Road,Aynor,SC,29511,9-12,850,843-488-7100,"https://www.horrycountyschools.net/Aynor_High
_School",Michael O. McCracken,,,49
2020,Horry,North Myrtle Beach High,2601002,H,3750 Sea Mountain Highway,Little River,SC,29566,9-12,1521,843-399-6171,https://www.horrycountyschools.net/nmbh,Trevor Strawderman,,,73
2020,Horry,Conway High,2601004,H,2301 Church Street,Conway,SC,0,9-12,1583,843-488-0662,"https://www.horrycountyschools.net/Conway_High
_School",J. Lee James,,,88
2020,Horry,Green Sea Floyds High,2601006,H,4990 Tulip Grove Road,"4990 Tulip Grove
Road",SC,0,6-12,705,8433923131,,Andrea Pridgen,,,56
2020,Horry,Green Sea Floyds High,2601006,M,4990 Tulip Grove Road,"4990 Tulip Grove
Road",SC,0,6-12,705,8433923131,,Andrea Pridgen,,,56
2020,Horry,Loris High,2601008,H,301 Loris Lions Road,Loris,SC,29569,9-12,814,843-390-6800,lh.horrycountyschools.net,Richard Crumley,,,52
2020,Horry,Myrtle Beach High School,2601010,H,"3302 Robert Grissom
Parkway",Myrtle Beach,SC,29577,9-12,1459,843448-7149,"https://www.horrycountyschools.net/Myrtle_Beach
_High_School",Zachary McQuigg,,,81
2020,Horry,Socastee High,2601011,H,,,SC,0,9-12,1647,,,Jeremy Rich,,,94
2020,Horry,Whittemore Park Middle,2601013,M,1808 Rhue Street,Conway,SC,29526,6-8,841,843-488-0669,http://wpm.horrycountyschools.net,Quintina Livingston,,,58
2020,Horry,Aynor Elementary,2601014,E,516 Jordanville Road,Aynor,SC,29511,PK-5,803,843-488-7070,http://www.horrycountyschools.net/Aynor_Elementary,W. Reggie Gasque,,,51
2020,Horry,Myrtle Beach Middle,2601016,M,,,SC,0,6-8,1220,,,Janice Christy,,,68
2020,Horry,Conway Middle,2601017,M,1104 Elm Street,Conway,SC,29526,6-8,625,843-488-6040,http://cm.horrycountyschools.net/,Regina Treadwell Pertell,,,41
2020,Horry,Daisy Elementary,2601021,E,2801 Red Bluff Road,Loris,SC,29569,PK-5,592,843-756-5136,https://www.horrycountyschools.net/daisy-elementary,Michelle H. Dunsford,,,44
2020,Horry,"Green Sea Floyds
Elementary",2601023,E,5000 Tulip Grove Road,Green Sea,SC,29545,PK-5,577,843-392-1078,"https://www.horrycountyschools.net/Green_Sea
_Floyds_Elementary",Melissa Gause,,,41
2020,Horry,Homewood Elementary,2601025,E,108 North Clemson Circle,"108 North Clemson
Circle 
Conway,
SC 29579",SC,29526,PK-5,629,843-365-2512,www.horrycountyschools.net/Homewood_Elementary,Penny T. Foye,,,45
2020,Horry,Loris Middle,2601027,M,5209 Hwy. 66,Loris,SC,0,6-8,714,29569,"https://www.horrycountyschools.net/Loris_Middle
_School",Shelley Todd,,,50
2020,Horry,Kingston Elementary,2601028,E,4580 Hwy 472,Conway,SC,29526,PK-5,465,843-365-3777,ke.horrycountyschools.net,Dawn N Brooks,,,32
2020,Horry,Lakewood Elementary,2601029,E,1675 Hwy 396,Myrtle Beach,SC,29575,PK-5,980,843-650-6768,"https://www.horrycountyschools.net/Lakewood
_Elementary",Katherine Roberts,,,61
2020,Horry,St. James Elementary,2601030,E,9711 Saint James Rd,"9711 Saint James
Rd",SC,0,PK-4,810,843-650-8220,"https://www.horrycountyschools.net/St_James
_Elementary",Felisa McDavid,,,50
2020,Horry,Loris Elementary,2601032,E,"901 Hwy 9 Business East
","Loris, SC",SC,29566,PK-5,817,843-390-6860,https://www.horrycountyschools.net/Loris_Elementary,Angela Gore,,,55
2020,Horry,Midland Elementary,2601033,E,3011 Nichols Highway,Galivants Ferry,SC,29544,PK-5,558,843-358-3036,www.horrycountyschools.net/Midland_Elementary,Jennifer Parker,,,37
2020,Horry,Conway Elementary,2601036,E,1101 Snowhill Dr,Conway,SC,29526,PK-5,638,843-488-0696,www.horrycountyschools.net/Conway_Elementary,Maquitta J. Davis,,,45
2020,Horry,North Myrtle Beach Middle,2601037,M,11240 Hwy. 90,Little River,SC,29566,6-8,1231,843-399-6136,"https://www.horrycountyschools.net/North_Myrtle
_Beach_Middle",James LaPier,,,71
2020,Horry,Pee Dee Elementary,2601039,E,6555 Hwy 134,Conway,SC,29527,PK-5,829,8433972579,"https://www.horrycountyschools.net/Pee_Dee
_Elementary",Christina Plowman-Render,,,57
2020,Horry,Waccamaw Elementary,2601042,E,251 Claridy Road,Conway,SC,29526,PK-5,893,843-347-4684,"https://www.horrycountyschools.net/Waccamaw
_Elementary",Leslie Huggins,,,61
2020,Horry,South Conway Elementary,2601045,E,3001 4th Avenue,Conway,SC,29527,PK-5,578,843-488-0272,"https://www.horrycountyschools.net
/southconwayelementary",Leon Hayes,,,42
2020,Horry,Forestbrook Elementary,2601046,E,4000 Panthers Parkway,Myrtle Beach,SC,29588,PK-5,960,843-236-8100,"https://www.horrycountyschools.net/Forestbrook
_Elementary",Marshall Hursey,,,62
2020,Horry,St. James Middle,2601047,M,9775 St. James Road,Myrtle Beach,SC,29588,6-8,935,843-650-5543,http://sjm.horrycountyschools.net,Olga G. Toggas,,,58
2020,Horry,Carolina Forest Elementary,2601049,E,,,SC,0,PK-5,1122,,,Dennis J. Devorick,,,71
2020,Horry,Seaside Elementary,2601050,E,1605 Woodland Dr Ext,"1605 Woodland Dr
Ext",SC,29576,PK-4,479,843-650-3490,"https://www.horrycountyschools.net/Seaside
_Elementary",Barbara Ammons,,,33
2020,Horry,Forestbrook Middle,2601051,M,4430 Gator Lane,Myrtle Beach,SC,29588,6-8,896,843-236-7300,"https://www.horrycountyschools.net/Forestbrook
_Middle",Melissa Rutenberg,,,53
2020,Horry,Carolina Forest High,2601052,H,700 Gardner Lacy Rd.,Myrtle Beach,SC,29579,9-12,2615,843-236-7997,"www.horrycountyschools.net/Carolina_Forest_High
_School",Gaye Driggers,,,123
2020,Horry,Socastee Elementary,2601054,E,4223 Socastee Boulevard,Myrtle Beach,SC,29588,PK-5,846,843-650-2660,www.horrycountyschools.net/Socastee_Elementary,Krista Finklea,,,59
2020,Horry,Palmetto Bays Elementary,2601056,E,8900 Hwy 544,Myrtle Beach,SC,29588,PK-5,615,843-236-6200,pbe.horrycountyschools.net,Dawn McKinney,,,41
2020,Horry,Aynor Middle,2601057,M,400 Frye Road,Galivants Ferry,SC,29544,6-8,716,843-358-6000,http://am.horrycountyschool.net,Robbie Watkins,,,46
2020,Horry,St. James High,2601058,H,10800 HWY 707,Murrells Inlet,SC,29576,9-12,1734,843-650-5600,"https://www.horrycountyschools.net/St_James_High
_School",Vann W. Pennell,,,94
2020,Horry,Ocean Bay Elementary,2601060,E,950 International Dr.,Myrtle Beach,SC,29579,PK-5,935,843-903-8400,"https://www.horrycountyschools.net/Ocean_Bay
_Elementary",Rebecca Schroyer,,,54
2020,Horry,Ocean Bay Middle,2601061,M,905 International Drive,"905 International
Drive",SC,0,6-8,629,843-903-8420,"https://www.horrycountyschools.net/Ocean_Bay
_Middle_School",Barbara McGinnis,,,38
2020,Horry,Black Water Middle,2601062,M,900 East Cox Ferry Rd,Conway,SC,29526,6-8,776,843-903-8440,,Marcus Timmons,,,49
2020,Horry,Burgess Elementary,2601063,E,9645 Scipio Lane,Myrtle Beach,SC,29588,PK-4,705,843-650-4600,www.be.horrycountyschools.net,Samantha Coy,,,41
2020,Horry,Hcs Early College High,2601064,H,"2050 Highway 501 E
Bldg.
400",Conway,SC,29528,9-12,369,8433493131,"https://www.horrycountyschools.net/Early_College
_High",Kandi Fleming,,,22
2020,Horry,River Oaks Elementary,2601065,E,"700 Augusta Plantation
Drive",Myrtle Beach,SC,29579,PK-5,1120,843-903-9300,"https://www.horrycountyschools.net/River_Oaks
_Elementary",Robert J. Homer,,,68
2020,Horry,Ocean Drive Elementary,2601066,E,901 11th Avenue North,North Myrtle Beach,SC,29582,PK-5,878,843-390-6900,ode.horrycountyschools.net,W. Renea A. Fowler,,,54
2020,Horry,Waterway Elementary,2601067,E,700 Sandridge Rd,700 Sandridge Rd,SC,0,PK-5,770,8433992204,,Melissa Graham,,,46
2020,Horry,Riverside Elementary,2601068,E,1283 Hwy. 57 South,"1283 Hwy. 57
South",SC,0,PK-5,631,843-399-8800,horrycountyschools.net/riverside_elementary_school,Vicki Underwood,,,44
2020,Horry,Socastee Middle,2601069,M,151 Sheffield Parkway,Myrtle Beach,SC,29588,6-8,485,843-903-6051,https://www.horrycountyschools.net/Socastee_Middle,Lisa Melchione,,,32
2020,Horry,Ten Oaks Middle,2601070,M,,,SC,0,6-8,1036,,,Benjamin Prince,,,61
2020,Horry,St. James Intermediate,2601071,E,9641 Scipio Lane,Myrtle Beach,SC,29576,5-6,922,843-903-6005,"https://www.horrycountyschools.net
/stjamesintermediate",David Cupolo,,,54
2020,Horry,"Myrtle Beach Child
Development Center",2601072,P,,,,0,PK-K,489,,,,,,30
2020,Horry,Myrtle Beach Primary,2601073,P,,,,0,1-2,685,,,,,,47
2020,Horry,Myrtle Beach Elementary,2601074,E,,,,0,3-5,1085,,,,,,63
2020,Horry,"Bridgewater Academy
Charter",2601601,E,,,,0,K-8,140,,,,,,15
2020,Horry,"Bridgewater Academy
Charter",2601601,M,,,,0,K-8,140,,,,,,15
2020,Horry,"Palmetto Academy Of
Learning And Success
Charter",2601602,E,3021 Fred Nash Blvd,Myrtle Beach,SC,29577,K-8,318,843-293-1725,www.palmettoacademy.com,Courtney Fancher,,,24
2020,Horry,"Palmetto Academy Of
Learning And Success
Charter",2601602,M,3021 Fred Nash Blvd,Myrtle Beach,SC,29577,K-8,318,843-293-1725,www.palmettoacademy.com,Courtney Fancher,,,24
2020,Horry,Academy Of Hope Charter,2601603,E,3521 Juniper Bay Rd.,Conway,SC,29527,PK-8,135,843-397-5719,www.theacademyofhope.org,Dr. Melissa McCloud,,,13
2020,Horry,Academy Of Hope Charter,2601603,M,3521 Juniper Bay Rd.,Conway,SC,29527,PK-8,135,843-397-5719,www.theacademyofhope.org,Dr. Melissa McCloud,,,13
2020,Horry,"Palmetto Academy Of
Learning Motorsports
(Palm)",2601604,H,,,,0,9-12,179,,,,,,10
2020,Horry,Horry,2601999,D,335 Four Mile Road,Conway,SC,29577,PK-12,45584,843-488-6700,www.horrycountyschools.net,Dr. Rick Maxey,"Dr. Rick
Maxey","Ken
Richardson",3061
2020,"Jasper County
School District","Hardeeville Elementary
School",2701010,E,150 Hurricane Alley,Hardeeville,SC,29927,PK-5,669,843-310-1888,hes.jcsd.net,Dr. Marlyn D. Westbrook,,,37
2020,"Jasper County
School District","Ridgeland Elementary
School",2701011,E,250 Jaguar Trail Unit #103,Ridgeland,SC,29936,PK-5,872,843-489-8845,https://res.jcsd.net/,Renata Johnson Green,,,53
2020,"Jasper County
School District","Hardeeville-Ridgeland
Middle School",2701012,M,150 Hurricane Alley,Hardeeville,SC,29927,6-8,514,843-310-1898,rms.jcsd.net,"Eugene Bellamy, Jr.",,,35
2020,"Jasper County
School District","Ridgeland Hardeeville High
School",2701013,H,250 jaguar trail,Ridgeland,SC,29936,9-12,623,843-489-8892,rhs.jcsd.net,O'Randal Jackson,,,36
2020,"Jasper County
School District","Jasper County School
District",2701999,D,"10942 North Jacob Smart
Blvd.",Ridgeland,SC,29936,PK-12,2678,843-489-8892,www.jcsd.net,Dr. Rechel Anderson,"Dr. Rechel
Anderson","Carolyn
Bolden",161
2020,"Kershaw
County School
District",North Central High School,2801003,H,874 Vocational Lane,Camden,SC,29020,9-12,499,803-432-9858,https://www.kcsdschools.net/Domain/21,David  Branham Jr.,,,32
2020,"Kershaw
County School
District",Camden High School,2801005,H,"1022 Ehrenclou Drive
",Camden,SC,29020,9-12,1016,803-425-8930,https://www.kcsdschools.net/domain/11,"Lesley Corner (after
October 2019)",,,60
2020,"Kershaw
County School
District",Lugoff Elgin High School,2801007,H,1284 Hwy #1 South,"Lugoff, SC",SC,29078,9-12,1628,803-438-3481,https://www.kcsdschools.net/domain/17,Worth B. Thomasson III,,,83
2020,"Kershaw
County School
District","Baron Dekalb Elementary
School",2801010,E,2684 Baron DeKalb Road,Camden,SC,29020,PK-5,200,803-432-2483,kcsdschools.net/Domain/8,Betty Dixon Turner,,,14
2020,"Kershaw
County School
District",Bethune Elementary,2801011,E,302 Norwood Street East,Bethune,SC,29009,PK-5,119,843-334-6278,https://www.kcsdschools.net/Domain/9,Estelle Benson,,,8
2020,"Kershaw
County School
District",Blaney Elementary,2801012,E,,,,0,K-5,686,,,,,,43
2020,"Kershaw
County School
District",Jackson School,2801013,E,"1730 Jefferson Davis
Highway",Camden,SC,29020,PK-5,573,803-425-8965,https://www.kcsdschools.net/Domain/15,Estelle A. Benson,,,36
2020,"Kershaw
County School
District",Camden Middle,2801014,M,902 McRae Rd,Camden,SC,29020,6-8,841,803-425-8975,cms.kcsdschools.com,Byron J. Johnson,,,56
2020,"Kershaw
County School
District","Camden Elementary
School",2801015,E,416 Laurens Street,Camden,SC,29020,PK-5,561,803-425-8960,www.kcsdschools.net/ces,Matia W. Goodwin,,,39
2020,"Kershaw
County School
District",Lugoff-Elgin Middle School,2801016,M,1244 HWY 1 S,Lugoff,SC,29078,6-8,720,803-438-3591,https://www.kcsdschools.net/Domain/18,Gene Cameron,,,42
2020,"Kershaw
County School
District",Lugoff Elementary School,2801018,E,994 Ridgeway Road,Lugoff,SC,29078,PK-5,560,803-438-8000,http://les.kcsdschools.net,Dr. Melissa C. Lloyd,,,34
2020,"Kershaw
County School
District",Midway Elementary School,2801019,E,"1892 US Highway #1
",Cassatt,SC,29032,PK-5,366,803-432-6122,http://mdw.kcsdschools.net,Elizabeth Stehle,,,27
2020,"Kershaw
County School
District",Mt. Pisgah Elementary,2801020,E,5160 Mt. Pisgah Rd,Kershaw,SC,29067,PK-5,156,803-475-6791,https://www.kcsdschools.net/Domain/20,Brittan R. Gardner,,,9
2020,"Kershaw
County School
District","Pine Tree Hill Elementary
School",2801021,E,938 Bishopville Highway,Camden,SC,29020,PK-5,500,803-425-8970,https://www.kcsdschools.net/Domain/23,Melissa Royalty,,,37
2020,"Kershaw
County School
District",Wateree Elementary,2801022,E,424 Wildwood Lane,Lugoff,SC,29078,PK-5,733,803-438-8018,https://www.kcsdschools.net/Domain/25,Elizabeth Gail Stehle,,,44
2020,"Kershaw
County School
District","Leslie M. Stover Middle
School",2801023,M,1649 Smyrna Rd.,1649 Smyrna Rd.,SC,29045,6-8,680,8034387414,https://www.kcsdschools.net/sto,Michael Garity,,,43
2020,"Kershaw
County School
District","Doby's Mill Elementary
School",2801024,E,1964 Fort Jackson Rd,Lugoff,SC,29045,PK-5,613,803-438-4055,https://www.kcsdschools.net/Domain/14,Dr. Allison Hepfner,,,41
2020,"Kershaw
County School
District","North Central Middle
School",2801025,M,805 Keys Lane,Kershaw,SC,29067,6-8,449,803-424-2740,https://www.kcsdschools.net/Domain/22,Chad Dixon,,,30
2020,"Kershaw
County School
District","Kershaw County School
District",2801999,D,2029 West DeKalb Street,Camden,SC,29020,PK-12,10900,803-432-8416,www.kcsdschools.net,Dr. Shane Robbins,"Dr. Shane
Robbins","Dr. James
P. Smith",697
2020,Lancaster,Buford High School,2901002,H,4290 Tabernacle Rd.,Lancaster,SC,29720,9-12,570,(803) 286-7068,https://bhs.lancastercsd.com/home,Michael Belk,,,42
2020,Lancaster,A.R. Rucker Middle School,2901003,M,"422 Old Dixie Road
","Lancaster, S.C.",SC,29720,6-8,558,803-416-8555,https://rms.lancastercsd.com/,"Latrice ""Michelle"" Crosby",,,33
2020,Lancaster,Indian Land High,2901006,H,8063 River Rd,Indian Land,SC,29707,9-12,1302,803-547-7571,ilhs.lancstercsd.com,David M. Shamble,,,76
2020,Lancaster,"Andrew Jackson High
School",2901007,H,6925 Kershaw Camden Hwy,Kershaw,SC,29067,9-12,629,803-475-2381,https://ajhs.lancastercsd.com/,Shuntay Miller,,,41
2020,Lancaster,Lancaster High School,2901008,H,325 Woodland Drive,Lancaster,SC,29720,9-12,1307,803-283-2001,https://lhs.lancastercsd.com,Rosalyn Mood,,,76
2020,Lancaster,South Middle School,2901010,M,1551 Billings Drive,Lancaster,SC,29720,6-8,644,803-283-8416,sms.lancastercsd.com,David Sweem,,,40
2020,Lancaster,"Brooklyn Springs
Elementary",2901011,E,1637 Billings Dr.,Lancaster,SC,29720,PK-5,457,803-283-8471,https://bses.lancastercsd.com/,Michael Pratt,,,35
2020,Lancaster,Buford Elementary,2901012,E,"1906 North Rocky River
Road","1906 North Rocky
River Road",SC,29720,PK-5,743,803-286-0026,bes.lancastercsd.com,Andrea Ribelin,,,45
2020,Lancaster,North Elementary School,2901014,E,110 Roddey Drive,Lancaster,SC,29720,PK-5,683,803-283-9918,https://nes.lancastercsd.com,Keishea M. Mickles,,,46
2020,Lancaster,Clinton Elementary School,2901015,E,110 Clinton School Rd.,Lancaster,SC,29720,PK-5,498,803-285-5395,https://ces.lancastercsd.com/,Keisha Witherspoon,,,34
2020,Lancaster,Erwin Elementary,2901017,E,1477 Locustwood Ave.,Lancaster,SC,29720,PK-5,419,803-285-8484,ees.lancastercsd.com,Cory Hyslop,,,29
2020,Lancaster,"Heath Springs Elementary
School",2901019,E,158 Solar Rd,Heath Springs,SC,29058,PK-5,398,803-273-3176,http://hses.lancastercsd.com/,Sheri Watson,,,27
2020,Lancaster,"Indian Land Elementary
School",2901021,E,4137 Doby's Bridge Road,Indian Land,SC,29707,K-5,1094,803-548-2916,https://iles.lancastercsd.com/,Sarah Deason,,,62
2020,Lancaster,"Kershaw Elementary
School",2901023,E,525 North MatsonStreet,Kershaw,SC,29067,PK-5,530,803-475-6655,https://kes.lancastercsd.com/,Kelli P. Overcash,,,31
2020,Lancaster,"Mcdonald Green
Elementary",2901024,E,2763 Lynwood Dr,Lancaster,SC,29720,K-5,397,803-285-7416,mges.lancastercsd.com,Tonya K. Hunter,,,25
2020,Lancaster,Andrew Jackson Middle,2901027,M,"6865 Kershaw Camden
Highway",Kershaw,SC,29067,6-8,495,803-475-6021,https://ajms.lancastercsd.com/,Chris Timmons,,,31
2020,Lancaster,Buford Middle,2901028,M,1890 N. Rocky River Rd,Lancaster,SC,29720,6-8,439,803-285-8473,bms.lancastercsd.com,Sheryl H Wells,,,28
2020,Lancaster,Indian Land Middle School,2901029,M,8361 Charlotte Highway,Indian Land,SC,29708,6-8,1196,803-578-2500,https://ilms.lancastercsd.com/,Christopher D. Thorpe,,,67
2020,Lancaster,"Harrisburg Elementary
School",2901030,E,,,SC,0,PK-5,974,,,Teryn Dalton,,,54
2020,Lancaster,"Van Wyck Elementary
School",2901031,E,4945 Charlotte Highway,Lancaster,SC,29720,PK-5,721,803-313-6650,vwes.lancastercsd.com,Steven Puckett,,,44
2020,Lancaster,"Discovery School Of
Lancaster",2901611,E,"302 West Dunlap Street
","Lancaster, SC",SC,29720,K-5,108,803-285-8430,dis.lancastercsd.com,Thomas McDuffie,,,9
2020,Lancaster,Lancaster,2901999,D,300 South Catawba Street,Lancaster,SC,29720,PK-12,14162,8032894885,www.lancastercsd.com,Jonathan Phipps,"Jonathan
Phipps","Robert
Parker",898
2020,"Laurens
District 55","Laurens District 55 High
School",3055004,H,5058 Highway 76 West,Laurens,SC,29360,9-12,1458,8646823151,www.ldhsraiders.org,Tina Faulkner,,,103
2020,"Laurens
District 55",Laurens Middle School,3055005,M,1035 West Main Street,Laurens,SC,29360,6-8,446,864-984-2400,www.laurens55.org,Anna Brink,,,31
2020,"Laurens
District 55",Ford Elementary,3055006,E,601 Lucas Ave,Laurens,SC,29360,PK-5,486,864-984-3986,fordschool.org,Zak Watson,,,37
2020,"Laurens
District 55","E. B. Morse Elementary
School",3055010,E,"200 Parkview Drive 
",Laurens,SC,29360,PK-5,515,864-984-7777,https://www.ebmorse.org/,Jason Bailey,,,35
2020,"Laurens
District 55",Laurens Elementary School,3055011,E,301 Henry Street,Laurens,SC,29360,PK-5,578,8649843067,laurensel.org,Randy Dendy,,,40
2020,"Laurens
District 55",Sanders Middle School,3055013,M,609 Green Street,Laurens,SC,29360,6-8,369,864-984-0354,www.sandersmiddle.org,J.R. Reid,,,24
2020,"Laurens
District 55","Waterloo Elementary
School",3055014,E,10547 Hwy 221 South,"Waterloo, South
Carolina",SC,29384,PK-5,252,864-677-4670,waterlooschool.org,Jennifer Abercrombie,,,21
