DISTRICT,SCHOOL,BEDSCODE,H,GNUMERATOR_OVERALL,GDENOM_OVERALL,GPERCENT_OVERALL,GNUMERATOR_GENDER_M,GDENOM_GENDER_M,GPERCENT_GENDER_M,GNUMERATOR_GENDER_F,GDENOM_GENDER_F,GPERCENT_GENDER_F,GNUMERATOR_RACE_W,GDENOM_RACE_W,GPERCENT_RACE_W,GNUMERATOR_RACE_B,GDENOM_RACE_B,GPERCENT_RACE_B,GNUMERATOR_RACE_H,GDENOM_RACE_H,GPERCENT_RACE_H,GNUMERATOR_RACE_I,GDENOM_RACE_I,GPERCENT_RACE_I,GNUMERATOR_RACE_A,GDENOM_RACE_A,GPERCENT_RACE_A,GNUMERATOR_DISABLED_NO,GDENOM_DISABLED_NO,GPERCENT_DISABLED_NO,GNUMERATOR_DISABLED_YES,GDENOM_DISABLED_YES,GPERCENT_DISABLED_YES,GNUMERATOR_POVERTY_NO,GDENOM_POVERTY_NO,GPERCENT_POVERTY_NO,GNUMERATOR_POVERTY_YES,GDENOM_POVERTY_YES,GPERCENT_POVERTY_YES,GNUMERATOR_MIGRANT_NO,GDENOM_MIGRANT_NO,GPERCENT_MIGRANT_NO,GNUMERATOR_MIGRANT_YES,GDENOM_MIGRANT_YES,GPERCENT_MIGRANT_YES,GNUMERATOR_LEP_NO,GDENOM_LEP_NO,GPERCENT_LEP_NO,GNUMERATOR_LEP_YES,GDENOM_LEP_YES,GPERCENT_LEP_YES,GNUMERATOR_HOMELESS_YES,GDENOM_HOMELESS_YES,GPERCENT_HOMELESS_YES,GNUMERATOR_HOMELESS_NO,GDENOM_HOMELESS_NO,GPERCENT_HOMELESS_NO
FLORENCE 1,WEST FLORENCE HIGH,2101014,H,377,425,88.71,182,214,85.05,195,211,92.42,193,216,89.35,158,182,86.81,11,12,91.67,-1,-1,-1.00,11,11,100.00,352,381,92.39,25,44,56.82,216,221,97.74,150,173,86.71,377,425,88.71,,,,367,414,88.65,10,11,90.91,-1,-1,-1.00,373,421,88.60
FLORENCE 1,DISTRICT NO CHARTER,2101888,,949,1123,84.51,452,562,80.43,497,561,88.59,425,483,87.99,461,572,80.59,25,30,83.33,-1,-1,-1.00,33,33,100.00,876,961,91.16,73,162,45.06,464,477,97.27,439,541,81.15,949,1123,84.51,,,,927,1098,84.43,22,25,88.00,18,29,62.07,931,1094,85.10
FLORENCE 1,DISTRICT WITH CHARTER,2101999,,949,1123,84.51,452,562,80.43,497,561,88.59,425,483,87.99,461,572,80.59,25,30,83.33,-1,-1,-1.00,33,33,100.00,876,961,91.16,73,162,45.06,464,477,97.27,439,541,81.15,949,1123,84.51,,,,927,1098,84.43,22,25,88.00,18,29,62.07,931,1094,85.10
FLORENCE 2,HANNAH PAMPLICO HIGH,2102024,H,79,90,87.78,48,55,87.27,31,35,88.57,42,48,87.50,35,40,87.50,-1,-1,-1.00,,,,,,,69,74,93.24,10,16,62.50,28,29,96.55,40,45,88.89,78,89,87.64,-1,-1,-1.00,77,88,87.50,-1,-1,-1.00,-1,-1,-1.00,78,89,87.64
FLORENCE 2,DISTRICT NO CHARTER,2102888,,79,90,87.78,48,55,87.27,31,35,88.57,42,48,87.50,35,40,87.50,-1,-1,-1.00,,,,,,,69,74,93.24,10,16,62.50,28,29,96.55,40,45,88.89,78,89,87.64,-1,-1,-1.00,77,88,87.50,-1,-1,-1.00,-1,-1,-1.00,78,89,87.64
FLORENCE 2,DISTRICT WITH CHARTER,2102999,,79,90,87.78,48,55,87.27,31,35,88.57,42,48,87.50,35,40,87.50,-1,-1,-1.00,,,,,,,69,74,93.24,10,16,62.50,28,29,96.55,40,45,88.89,78,89,87.64,-1,-1,-1.00,77,88,87.50,-1,-1,-1.00,-1,-1,-1.00,78,89,87.64
FLORENCE 3,LAKE CITY HIGH,2103029,H,199,230,86.52,92,113,81.42,107,117,91.45,60,73,82.19,133,150,88.67,-1,-1,-1.00,,,,,,,179,199,89.95,20,31,64.52,40,42,95.24,149,165,90.30,198,229,86.46,-1,-1,-1.00,193,223,86.55,-1,-1,-1.00,-1,-1,-1.00,194,225,86.22
FLORENCE 3,DISTRICT NO CHARTER,2103888,,199,230,86.52,92,113,81.42,107,117,91.45,60,73,82.19,133,150,88.67,-1,-1,-1.00,,,,,,,179,199,89.95,20,31,64.52,40,42,95.24,149,165,90.30,198,229,86.46,-1,-1,-1.00,193,223,86.55,-1,-1,-1.00,-1,-1,-1.00,194,225,86.22
FLORENCE 3,DISTRICT WITH CHARTER,2103999,,199,230,86.52,92,113,81.42,107,117,91.45,60,73,82.19,133,150,88.67,-1,-1,-1.00,,,,,,,179,199,89.95,20,31,64.52,40,42,95.24,149,165,90.30,198,229,86.46,-1,-1,-1.00,193,223,86.55,-1,-1,-1.00,-1,-1,-1.00,194,225,86.22
FLORENCE 4,TIMMONSVILLE HIGH,2104041,H,41,46,89.13,24,27,88.89,17,19,89.47,-1,-1,-1.00,36,40,90.00,-1,-1,-1.00,,,,,,,38,40,95.00,-1,-1,-1.00,-1,-1,-1.00,35,37,94.59,41,46,89.13,,,,40,45,88.89,-1,-1,-1.00,,,,41,46,89.13
FLORENCE 4,DISTRICT NO CHARTER,2104888,,41,46,89.13,24,27,88.89,17,19,89.47,-1,-1,-1.00,36,40,90.00,-1,-1,-1.00,,,,,,,38,40,95.00,-1,-1,-1.00,-1,-1,-1.00,35,37,94.59,41,46,89.13,,,,40,45,88.89,-1,-1,-1.00,,,,41,46,89.13
FLORENCE 4,DISTRICT WITH CHARTER,2104999,,41,46,89.13,24,27,88.89,17,19,89.47,-1,-1,-1.00,36,40,90.00,-1,-1,-1.00,,,,,,,38,40,95.00,-1,-1,-1.00,-1,-1,-1.00,35,37,94.59,41,46,89.13,,,,40,45,88.89,-1,-1,-1.00,,,,41,46,89.13
FLORENCE 5,JOHNSONVILLE HIGH,2105045,H,92,103,89.32,45,52,86.54,47,51,92.16,58,67,86.57,31,33,93.94,-1,-1,-1.00,,,,,,,88,94,93.62,-1,-1,-1.00,36,37,97.30,48,51,94.12,92,103,89.32,,,,90,101,89.11,-1,-1,-1.00,-1,-1,-1.00,91,102,89.22
FLORENCE 5,DISTRICT NO CHARTER,2105888,,92,105,87.62,45,54,83.33,47,51,92.16,58,69,84.06,31,33,93.94,-1,-1,-1.00,,,,,,,88,94,93.62,4,11,36.36,36,37,97.30,48,52,92.31,92,105,87.62,,,,90,103,87.38,-1,-1,-1.00,-1,-1,-1.00,91,103,88.35
FLORENCE 5,DISTRICT WITH CHARTER,2105999,,92,105,87.62,45,54,83.33,47,51,92.16,58,69,84.06,31,33,93.94,-1,-1,-1.00,,,,,,,88,94,93.62,4,11,36.36,36,37,97.30,48,52,92.31,92,105,87.62,,,,90,103,87.38,-1,-1,-1.00,-1,-1,-1.00,91,103,88.35
GEORGETOWN,ANDREWS HIGH,2201001,H,123,125,98.40,50,52,96.15,73,73,100.00,62,63,98.41,57,57,100.00,-1,-1,-1.00,,,,-1,-1,-1.00,116,118,98.31,-1,-1,-1.00,39,40,97.50,76,77,98.70,123,125,98.40,,,,122,123,99.19,-1,-1,-1.00,-1,-1,-1.00,122,124,98.39
GEORGETOWN,GEORGETOWN HIGH,2201004,H,234,269,86.99,117,140,83.57,117,129,90.70,102,120,85.00,111,125,88.80,15,18,83.33,,,,-1,-1,-1.00,223,238,93.70,11,31,35.48,85,85,100.00,139,154,90.26,234,269,86.99,,,,221,255,86.67,13,14,92.86,13,19,68.42,221,250,88.40
GEORGETOWN,WACCAMAW HIGH,2201025,H,186,200,93.00,111,122,90.98,75,78,96.15,143,150,95.33,40,46,86.96,-1,-1,-1.00,,,,-1,-1,-1.00,177,187,94.65,9,13,69.23,112,114,98.25,69,74,93.24,186,200,93.00,,,,186,199,93.47,-1,-1,-1.00,-1,-1,-1.00,185,199,92.96
GEORGETOWN,CARVERS BAY HIGH,2201026,H,79,95,83.16,38,52,73.08,41,43,95.35,16,21,76.19,63,74,85.14,,,,,,,,,,76,84,90.48,3,11,27.27,14,14,100.00,64,74,86.49,79,95,83.16,,,,79,95,83.16,,,,-1,-1,-1.00,78,93,83.87
GEORGETOWN,DISTRICT NO CHARTER,2201888,,622,689,90.28,316,366,86.34,306,323,94.74,323,354,91.24,271,302,89.74,19,24,79.17,,,,-1,-1,-1.00,592,627,94.42,30,62,48.39,250,253,98.81,348,379,91.82,622,689,90.28,,,,608,672,90.48,14,17,82.35,16,23,69.57,606,666,90.99
GEORGETOWN,DISTRICT WITH CHARTER,2201999,,622,689,90.28,316,366,86.34,306,323,94.74,323,354,91.24,271,302,89.74,19,24,79.17,,,,-1,-1,-1.00,592,627,94.42,30,62,48.39,250,253,98.81,348,379,91.82,622,689,90.28,,,,608,672,90.48,14,17,82.35,16,23,69.57,606,666,90.99
GREENVILLE,BEREA HIGH,2301002,H,178,244,72.95,76,119,63.87,102,125,81.60,63,92,68.48,56,70,80.00,56,79,70.89,,,,-1,-1,-1.00,158,195,81.03,20,49,40.82,64,69,92.75,113,136,83.09,178,244,72.95,,,,142,190,74.74,36,54,66.67,10,14,71.43,168,230,73.04
GREENVILLE,BLUE RIDGE HIGH,2301003,H,229,267,85.77,116,141,82.27,113,126,89.68,200,230,86.96,13,19,68.42,11,12,91.67,-1,-1,-1.00,-1,-1,-1.00,205,230,89.13,24,37,64.86,136,138,98.55,78,95,82.11,229,267,85.77,,,,226,263,85.93,-1,-1,-1.00,-1,-1,-1.00,225,258,87.21
GREENVILLE,CAROLINA ACADEMY (HIGH),2301005,H,147,175,84.00,77,95,81.05,70,80,87.50,24,34,70.59,73,87,83.91,48,52,92.31,-1,-1,-1.00,-1,-1,-1.00,134,144,93.06,13,31,41.94,33,36,91.67,102,114,89.47,147,175,84.00,,,,115,139,82.73,32,36,88.89,-1,-1,-1.00,142,168,84.52
GREENVILLE,EASTSIDE HIGH,2301006,H,367,393,93.38,180,194,92.78,187,199,93.97,256,271,94.46,55,61,90.16,42,47,89.36,-1,-1,-1.00,11,11,100.00,342,358,95.53,25,35,71.43,271,277,97.83,92,99,92.93,367,393,93.38,,,,342,365,93.70,25,28,89.29,-1,-1,-1.00,365,390,93.59
GREENVILLE,GREENVILLE SENIOR HIGH ACADEMY,2301008,H,287,320,89.69,141,159,88.68,146,161,90.68,154,165,93.33,85,99,85.86,47,55,85.45,,,,-1,-1,-1.00,267,285,93.68,20,35,57.14,167,170,98.24,113,127,88.98,287,320,89.69,,,,257,282,91.13,30,38,78.95,8,13,61.54,279,307,90.88
GREENVILLE,GREER HIGH,2301009,H,237,274,86.50,116,139,83.45,121,135,89.63,146,167,87.43,44,52,84.62,45,52,86.54,,,,-1,-1,-1.00,214,230,93.04,23,44,52.27,130,133,97.74,99,112,88.39,237,274,86.50,,,,210,241,87.14,27,33,81.82,-1,-1,-1.00,237,272,87.13
GREENVILLE,WADE HAMPTON HIGH,2301010,H,386,398,96.98,198,205,96.59,188,193,97.41,233,240,97.08,85,90,94.44,41,41,100.00,-1,-1,-1.00,24,24,100.00,356,361,98.61,30,37,81.08,242,243,99.59,132,136,97.06,386,398,96.98,,,,360,372,96.77,26,26,100.00,-1,-1,-1.00,383,395,96.96
GREENVILLE,HILLCREST HIGH,2301012,H,458,524,87.40,225,269,83.64,233,255,91.37,292,336,86.90,112,128,87.50,45,48,93.75,-1,-1,-1.00,9,11,81.82,423,461,91.76,35,63,55.56,284,294,96.60,162,182,89.01,458,524,87.40,,,,431,493,87.42,27,31,87.10,-1,-1,-1.00,452,516,87.60
GREENVILLE,J. L. MANN HIGH ACADEMY,2301013,H,368,406,90.64,185,206,89.81,183,200,91.50,237,249,95.18,86,104,82.69,26,33,78.79,-1,-1,-1.00,18,18,100.00,347,362,95.86,21,44,47.73,274,278,98.56,87,109,79.82,368,406,90.64,,,,345,376,91.76,23,30,76.67,-1,-1,-1.00,366,402,91.04
GREENVILLE,MAULDIN HIGH,2301014,H,537,567,94.71,243,263,92.40,294,304,96.71,349,363,96.14,122,135,90.37,36,39,92.31,-1,-1,-1.00,28,28,100.00,495,515,96.12,42,52,80.77,388,396,97.98,142,148,95.95,537,567,94.71,,,,513,542,94.65,24,25,96.00,-1,-1,-1.00,534,563,94.85
GREENVILLE,RIVERSIDE HIGH,2301017,H,369,403,91.56,182,204,89.22,187,199,93.97,264,288,91.67,46,51,90.20,31,34,91.18,,,,28,30,93.33,343,363,94.49,26,40,65.00,294,304,96.71,67,81,82.72,369,403,91.56,,,,346,375,92.27,23,28,82.14,-1,-1,-1.00,369,402,91.79
GREENVILLE,SOUTHSIDE HIGH,2301018,H,139,186,74.73,66,95,69.47,73,91,80.22,21,36,58.33,77,103,74.76,18,23,78.26,-1,-1,-1.00,23,23,100.00,126,148,85.14,13,38,34.21,58,61,95.08,80,95,84.21,139,186,74.73,,,,125,167,74.85,14,19,73.68,7,12,58.33,132,174,75.86
GREENVILLE,TRAVELERS REST HIGH,2301020,H,235,271,86.72,121,146,82.88,114,125,91.20,198,228,86.84,22,25,88.00,15,18,83.33,,,,,,,213,226,94.25,22,45,48.89,126,126,100.00,107,121,88.43,235,271,86.72,,,,225,259,86.87,10,12,83.33,-1,-1,-1.00,234,269,86.99
GREENVILLE,WOODMONT HIGH,2301023,H,337,404,83.42,158,206,76.70,179,198,90.40,230,276,83.33,82,100,82.00,22,25,88.00,,,,-1,-1,-1.00,302,344,87.79,35,60,58.33,206,212,97.17,130,165,78.79,337,404,83.42,,,,327,388,84.28,10,16,62.50,-1,-1,-1.00,334,399,83.71
GREENVILLE,LEGACY CHARTER,2301613,H,50,54,92.59,25,27,92.59,25,27,92.59,-1,-1,-1.00,35,38,92.11,11,11,100.00,,,,,,,42,45,93.33,-1,-1,-1.00,13,13,100.00,36,40,90.00,50,54,92.59,,,,45,49,91.84,-1,-1,-1.00,-1,-1,-1.00,49,53,92.45
GREENVILLE,BRASHIER MIDDLE COLLEGE CHARTER,2301615,H,96,97,98.97,43,44,97.73,53,53,100.00,75,76,98.68,-1,-1,-1.00,-1,-1,-1.00,,,,-1,-1,-1.00,93,94,98.94,-1,-1,-1.00,83,84,98.81,13,13,100.00,96,97,98.97,,,,94,95,98.95,-1,-1,-1.00,,,,96,97,98.97
GREENVILLE,GREER MIDDLE COLLEGE CHARTER HIGH,2301616,H,93,101,92.08,46,52,88.46,47,49,95.92,83,89,93.26,-1,-1,-1.00,-1,-1,-1.00,,,,-1,-1,-1.00,88,95,92.63,-1,-1,-1.00,77,79,97.47,16,18,88.89,93,101,92.08,,,,91,99,91.92,-1,-1,-1.00,,,,93,101,92.08
GREENVILLE,DISTRICT NO CHARTER,2301888,,4277,4900,87.29,2086,2497,83.54,2191,2403,91.18,2668,2999,88.96,960,1166,82.33,483,559,86.40,10,13,76.92,156,162,96.30,3927,4256,92.27,350,644,54.35,2674,2739,97.63,1506,1748,86.16,4277,4900,87.29,,,,3967,4519,87.78,310,381,81.36,54,95,56.84,4223,4805,87.89
GREENVILLE,WASHINGTON CENTER,2301902,H,0,14,0.00,0,10,0.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,,,,,,,-1,-1,-1.00,,,,0,14,0.00,,,,0,14,0.00,0,14,0.00,,,,0,14,0.00,,,,-1,-1,-1.00,0,13,0.00
GREENVILLE,DISTRICT WITH CHARTER,2301999,,4516,5152,87.66,2200,2620,83.97,2316,2532,91.47,2830,3169,89.30,1006,1215,82.80,509,586,86.86,10,13,76.92,161,168,95.83,4150,4490,92.43,366,662,55.29,2847,2915,97.67,1571,1819,86.37,4516,5152,87.66,,,,4197,4762,88.14,319,390,81.79,55,96,57.29,4461,5056,88.23
GREENWOOD 50,EMERALD HIGH,2450001,H,208,254,81.89,101,127,79.53,107,127,84.25,126,152,82.89,68,85,80.00,13,16,81.25,,,,-1,-1,-1.00,187,215,86.98,21,39,53.85,97,100,97.00,98,122,80.33,208,254,81.89,,,,203,246,82.52,-1,-1,-1.00,5,13,38.46,203,241,84.23
GREENWOOD 50,GREENWOOD HIGH,2450002,H,352,415,84.82,158,198,79.80,194,217,89.40,170,187,90.91,139,168,82.74,34,51,66.67,-1,-1,-1.00,-1,-1,-1.00,319,368,86.68,33,47,70.21,166,172,96.51,166,187,88.77,352,415,84.82,,,,326,373,87.40,26,42,61.90,7,10,70.00,345,405,85.19
GREENWOOD 50,DISTRICT NO CHARTER,2450888,,560,669,83.71,259,325,79.69,301,344,87.50,296,339,87.32,207,253,81.82,47,67,70.15,-1,-1,-1.00,-1,-1,-1.00,506,583,86.79,54,86,62.79,263,272,96.69,264,309,85.44,560,669,83.71,,,,529,619,85.46,31,50,62.00,12,23,52.17,548,646,84.83
GREENWOOD 50,DISTRICT WITH CHARTER,2450999,,560,669,83.71,259,325,79.69,301,344,87.50,296,339,87.32,207,253,81.82,47,67,70.15,-1,-1,-1.00,-1,-1,-1.00,506,583,86.79,54,86,62.79,263,272,96.69,264,309,85.44,560,669,83.71,,,,529,619,85.46,31,50,62.00,12,23,52.17,548,646,84.83
GREENWOOD 51,WARE SHOALS HIGH,2451020,H,68,84,80.95,35,41,85.37,33,43,76.74,53,67,79.10,12,14,85.71,-1,-1,-1.00,,,,,,,61,75,81.33,-1,-1,-1.00,35,35,100.00,27,32,84.38,68,84,80.95,,,,65,81,80.25,-1,-1,-1.00,-1,-1,-1.00,66,82,80.49
GREENWOOD 51,DISTRICT NO CHARTER,2451888,,68,84,80.95,35,41,85.37,33,43,76.74,53,67,79.10,12,14,85.71,-1,-1,-1.00,,,,,,,61,75,81.33,-1,-1,-1.00,35,35,100.00,27,32,84.38,68,84,80.95,,,,65,81,80.25,-1,-1,-1.00,-1,-1,-1.00,66,82,80.49
GREENWOOD 51,DISTRICT WITH CHARTER,2451999,,68,84,80.95,35,41,85.37,33,43,76.74,53,67,79.10,12,14,85.71,-1,-1,-1.00,,,,,,,61,75,81.33,-1,-1,-1.00,35,35,100.00,27,32,84.38,68,84,80.95,,,,65,81,80.25,-1,-1,-1.00,-1,-1,-1.00,66,82,80.49
GREENWOOD 52,NINETY SIX HIGH,2452025,H,103,122,84.43,51,63,80.95,52,59,88.14,82,96,85.42,20,25,80.00,-1,-1,-1.00,,,,,,,95,108,87.96,8,14,57.14,52,52,100.00,49,62,79.03,103,122,84.43,,,,103,122,84.43,,,,-1,-1,-1.00,102,118,86.44
GREENWOOD 52,DISTRICT NO CHARTER,2452888,,103,124,83.06,51,65,78.46,52,59,88.14,82,98,83.67,20,25,80.00,-1,-1,-1.00,,,,,,,95,109,87.16,8,15,53.33,52,52,100.00,49,63,77.78,103,124,83.06,,,,103,124,83.06,,,,-1,-1,-1.00,102,120,85.00
GREENWOOD 52,DISTRICT WITH CHARTER,2452999,,103,124,83.06,51,65,78.46,52,59,88.14,82,98,83.67,20,25,80.00,-1,-1,-1.00,,,,,,,95,109,87.16,8,15,53.33,52,52,100.00,49,63,77.78,103,124,83.06,,,,103,124,83.06,,,,-1,-1,-1.00,102,120,85.00
HAMPTON 1,WADE HAMPTON HIGH,2501001,H,146,168,86.90,66,81,81.48,80,87,91.95,56,68,82.35,90,100,90.00,,,,,,,,,,137,153,89.54,9,15,60.00,54,55,98.18,87,96,90.63,146,168,86.90,,,,146,168,86.90,,,,-1,-1,-1.00,142,160,88.75
HAMPTON 1,DISTRICT NO CHARTER,2501888,,146,170,85.88,66,82,80.49,80,88,90.91,56,69,81.16,90,101,89.11,,,,,,,,,,137,154,88.96,9,16,56.25,54,55,98.18,87,98,88.78,146,170,85.88,,,,146,170,85.88,,,,-1,-1,-1.00,142,162,87.65
HAMPTON 1,DISTRICT WITH CHARTER,2501999,,146,170,85.88,66,82,80.49,80,88,90.91,56,69,81.16,90,101,89.11,,,,,,,,,,137,154,88.96,9,16,56.25,54,55,98.18,87,98,88.78,146,170,85.88,,,,146,170,85.88,,,,-1,-1,-1.00,142,162,87.65
HAMPTON 2,ESTILL HIGH,2502011,H,54,64,84.38,21,29,72.41,33,35,94.29,,,,52,62,83.87,-1,-1,-1.00,,,,,,,49,56,87.50,-1,-1,-1.00,13,13,100.00,37,38,97.37,54,64,84.38,,,,53,63,84.13,-1,-1,-1.00,7,10,70.00,47,54,87.04
HAMPTON 2,DISTRICT NO CHARTER,2502888,,54,64,84.38,21,29,72.41,33,35,94.29,,,,52,62,83.87,-1,-1,-1.00,,,,,,,49,56,87.50,-1,-1,-1.00,13,13,100.00,37,38,97.37,54,64,84.38,,,,53,63,84.13,-1,-1,-1.00,7,10,70.00,47,54,87.04
HAMPTON 2,DISTRICT WITH CHARTER,2502999,,54,64,84.38,21,29,72.41,33,35,94.29,,,,52,62,83.87,-1,-1,-1.00,,,,,,,49,56,87.50,-1,-1,-1.00,13,13,100.00,37,38,97.37,54,64,84.38,,,,53,63,84.13,-1,-1,-1.00,7,10,70.00,47,54,87.04
HORRY,AYNOR HIGH,2601001,H,173,209,82.78,78,100,78.00,95,109,87.16,157,186,84.41,11,15,73.33,-1,-1,-1.00,,,,,,,154,177,87.01,19,32,59.38,88,90,97.78,76,90,84.44,173,209,82.78,,,,173,208,83.17,-1,-1,-1.00,-1,-1,-1.00,170,205,82.93
HORRY,NORTH MYRTLE BEACH HIGH,2601002,H,314,359,87.47,154,184,83.70,160,175,91.43,212,234,90.60,79,98,80.61,13,16,81.25,-1,-1,-1.00,-1,-1,-1.00,290,316,91.77,24,43,55.81,150,153,98.04,156,178,87.64,314,359,87.47,,,,303,346,87.57,11,13,84.62,9,17,52.94,305,342,89.18
HORRY,CONWAY HIGH,2601004,H,292,402,72.64,144,207,69.57,148,195,75.90,168,227,74.01,105,147,71.43,16,23,69.57,-1,-1,-1.00,-1,-1,-1.00,258,326,79.14,34,76,44.74,118,127,92.91,168,227,74.01,292,402,72.64,,,,284,387,73.39,8,15,53.33,-1,-1,-1.00,290,394,73.60
HORRY,GREEN SEA FLOYDS HIGH,2601006,H,64,84,76.19,28,38,73.68,36,46,78.26,42,54,77.78,19,26,73.08,-1,-1,-1.00,,,,,,,59,72,81.94,5,12,41.67,18,21,85.71,43,50,86.00,64,84,76.19,,,,60,79,75.95,-1,-1,-1.00,-1,-1,-1.00,61,80,76.25
HORRY,LORIS HIGH,2601008,H,168,200,84.00,81,99,81.82,87,101,86.14,89,110,80.91,71,82,86.59,-1,-1,-1.00,,,,-1,-1,-1.00,155,175,88.57,13,25,52.00,54,57,94.74,110,128,85.94,168,200,84.00,,,,164,196,83.67,-1,-1,-1.00,-1,-1,-1.00,165,194,85.05
HORRY,MYRTLE BEACH HIGH,2601010,H,261,345,75.65,109,170,64.12,152,175,86.86,168,213,78.87,59,86,68.60,25,33,75.76,-1,-1,-1.00,-1,-1,-1.00,241,292,82.53,20,53,37.74,110,116,94.83,137,163,84.05,261,345,75.65,,,,242,315,76.83,19,30,63.33,18,31,58.06,243,314,77.39
HORRY,SOCASTEE HIGH,2601011,H,382,471,81.10,178,236,75.42,204,235,86.81,290,338,85.80,39,60,65.00,34,50,68.00,-1,-1,-1.00,12,14,85.71,361,429,84.15,21,42,50.00,233,254,91.73,144,170,84.71,382,471,81.10,,,,361,434,83.18,21,37,56.76,7,13,53.85,375,458,81.88
HORRY,CAROLINA FOREST HIGH,2601052,H,485,607,79.90,192,272,70.59,293,335,87.46,345,411,83.94,78,121,64.46,41,50,82.00,-1,-1,-1.00,17,19,89.47,454,532,85.34,31,75,41.33,272,287,94.77,201,270,74.44,485,607,79.90,,,,460,574,80.14,25,33,75.76,6,11,54.55,479,596,80.37
HORRY,ST. JAMES HIGH,2601058,H,318,391,81.33,144,192,75.00,174,199,87.44,274,329,83.28,24,39,61.54,12,14,85.71,-1,-1,-1.00,-1,-1,-1.00,296,345,85.80,22,46,47.83,181,192,94.27,132,166,79.52,318,391,81.33,,,,311,382,81.41,-1,-1,-1.00,7,13,53.85,311,378,82.28
HORRY,HCS EARLY COLLEGE HIGH,2601064,H,74,74,100.00,30,30,100.00,44,44,100.00,40,40,100.00,29,29,100.00,-1,-1,-1.00,-1,-1,-1.00,,,,71,71,100.00,-1,-1,-1.00,15,15,100.00,56,56,100.00,74,74,100.00,,,,72,72,100.00,-1,-1,-1.00,-1,-1,-1.00,73,73,100.00
HORRY,PALMETTO ACADEMY OF LEARNING MOTORSPORTS (PALM),2601604,H,18,41,43.90,18,39,46.15,-1,-1,-1.00,13,35,37.14,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,15,33,45.45,-1,-1,-1.00,6,13,46.15,11,21,52.38,18,41,43.90,,,,18,41,43.90,,,,,,,18,41,43.90
HORRY,DISTRICT NO CHARTER,2601888,,2531,3149,80.37,1138,1529,74.43,1393,1620,85.99,1785,2146,83.18,514,706,72.80,160,209,76.56,21,29,72.41,51,59,86.44,2339,2741,85.33,192,408,47.06,1239,1312,94.44,1223,1501,81.48,2531,3149,80.37,,,,2430,3000,81.00,101,149,67.79,59,109,54.13,2472,3040,81.32
HORRY,DISTRICT WITH CHARTER,2601999,,2549,3190,79.91,1156,1568,73.72,1393,1622,85.88,1798,2181,82.44,516,708,72.88,161,211,76.30,22,30,73.33,52,60,86.67,2354,2774,84.86,195,416,46.88,1245,1325,93.96,1234,1522,81.08,2549,3190,79.91,,,,2448,3041,80.50,101,149,67.79,59,109,54.13,2490,3081,80.82
JASPER,RIDGELAND-HARDEEVILLE HIGH,2701013,H,131,178,73.60,73,106,68.87,58,72,80.56,15,20,75.00,91,120,75.83,25,38,65.79,,,,,,,120,157,76.43,11,21,52.38,27,28,96.43,104,119,87.39,131,178,73.60,,,,109,146,74.66,22,32,68.75,-1,-1,-1.00,129,175,73.71
JASPER,DISTRICT NO CHARTER,2701888,,131,178,73.60,73,106,68.87,58,72,80.56,15,20,75.00,91,120,75.83,25,38,65.79,,,,,,,120,157,76.43,11,21,52.38,27,28,96.43,104,119,87.39,131,178,73.60,,,,109,146,74.66,22,32,68.75,-1,-1,-1.00,129,175,73.71
JASPER,DISTRICT WITH CHARTER,2701999,,131,178,73.60,73,106,68.87,58,72,80.56,15,20,75.00,91,120,75.83,25,38,65.79,,,,,,,120,157,76.43,11,21,52.38,27,28,96.43,104,119,87.39,131,178,73.60,,,,109,146,74.66,22,32,68.75,-1,-1,-1.00,129,175,73.71
KERSHAW,NORTH CENTRAL HIGH,2801003,H,111,137,81.02,55,78,70.51,56,59,94.92,72,87,82.76,28,37,75.68,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,104,127,81.89,7,10,70.00,45,48,93.75,65,72,90.28,111,137,81.02,,,,106,131,80.92,-1,-1,-1.00,-1,-1,-1.00,110,135,81.48
KERSHAW,CAMDEN HIGH,2801005,H,193,218,88.53,93,107,86.92,100,111,90.09,100,112,89.29,82,95,86.32,10,10,100.00,,,,-1,-1,-1.00,178,195,91.28,15,23,65.22,97,101,96.04,95,109,87.16,193,218,88.53,,,,189,214,88.32,-1,-1,-1.00,-1,-1,-1.00,192,217,88.48
KERSHAW,LUGOFF-ELGIN HIGH,2801007,H,346,412,83.98,167,211,79.15,179,201,89.05,235,272,86.40,91,117,77.78,11,13,84.62,-1,-1,-1.00,-1,-1,-1.00,324,369,87.80,22,43,51.16,202,213,94.84,120,145,82.76,346,412,83.98,,,,342,406,84.24,-1,-1,-1.00,-1,-1,-1.00,346,410,84.39
KERSHAW,DISTRICT NO CHARTER,2801888,,650,768,84.64,315,397,79.35,335,371,90.30,407,471,86.41,201,250,80.40,27,31,87.10,9,10,90.00,-1,-1,-1.00,606,691,87.70,44,77,57.14,344,362,95.03,280,327,85.63,650,768,84.64,,,,637,752,84.71,13,16,81.25,-1,-1,-1.00,648,763,84.93
